author_name	Count
Aminoff, Torsten Gustav	  7
Hildén, K. Aug.	  7
Sue, Eugène.	  7
Stenbäck, Ottilia	  7
Eneroth, Olof.	  7
Smirnoff, Alexandra.	  7
Äimä, F.	  7
Rahikainen, Kaarlo Juho.	  7
Penn-Lewis, Jessie.	  7
Invenius, Rosa.	  7
Paleario, Antonio.	  7
Molière.	  7
Roos, Sigurd.	  7
Murros, Kaapo.	  7
Ohls, P. E.	  7
Montgomery, Robert	  7
Lindström, Ludvig.	  7
Lindström, Gunnar.	  7
Nylander, Lennart.	  7
Gånge Rolf.	  7
Wasastjerna, Torsten.	  7
Hackman, Victor.	  7
Waenerberg, Georg	  7
Wright, V. von.	  7
Boldt, Georg.	  7
Hannikainen, P. J.	  7
Boisman, A. W.	  7
Grönholm, Väinö.	  7
Granfelt, Axel Fredrik	  7
Wagner-Groben, C.	  7
Ebers, Georg.	  7
Durchman, Frans Wilhelm.	  7
Donovan, Dick.	  7
Tainio, Taavi.	  7
Moring, K. A.	  7
Bring, Johan Christoffer	  7
Lundström, Anna.	  7
Baxter, Richard.	  7
Nordenskiöld, Erik.	  7
Lilius, Albert.	  7
Lange, Ina.	  7
Lagus, Hugo.	  7
Knape, Ernst V.	  7
Serlachius, Gustaf Adolf	  7
Hirn, Karl E.	  7
Savolainen, Kalle.	  7
Sauli, J. O.	  7
Janson, Ture.	  7
Hjelt, Hjalmar.	  7
Herlin, Rafael.	  7
Rosegger, Peter.	  7
Ramsay, Jully.	  7
Rein, Gabriel.	  7
Raunio, Abel Fabian.	  7
Rauhala, K. W.	  7
Humu, Martti	  7
Puukko, A. F.	  7
Gabrielsson, K. A.	  7
Lind, Karl Johan.	  7
Byman, Walter.	  7
Mott, John R.	  7
Borenius, Tancred.	  7
Laitinen, Taav.	  7
Korpikivi, Kyösti.	  7
Jussila, Juho.	  7
Karttunen, K. I.	  7
Tunkelo, J. H.	  7
Wilcox, Thomas.	  7
Tavastähti, Elli.	  7
Loti, Pierre.	  7
Heman, G. A.	  7
Heikel, B. W.	  7
Streng, Adolf V.	  7
Tudeer, L. O. Th.	  7
Storm, Theodor.	  7
Ingemann, B. S.	  7
Seton, Ernest Thompson.	  7
Hämeen-Anttila, V.	  7
Grotenfelt, Julius.	  7
Gerstäcker, Friedrich.	  7
Rinne, Juhani	  7
Eskola, Pentti	  7
Erikson, Maria.	  7
Pälsi, Sakari.	  7
Aura	  7
Defoe, Daniel.	  7
Rahunen, Petter.	  7
Perälä, Väinö.	  7
Marryat, Frederick.	  7
Hannula, J. R.	  7
Paavilainen, H.	  7
Blom, Pehr M.	  7
Billman, P. M.	  7
Lönnbohm, Kasimir Agathon.	  7
Barth, Kristian Gottlieb.	  7
Marden, Orison Swett.	  7
Asp, Gustaf Edvard	  7
Asbjørnsen, Peter Christen.	  7
Malmberg, E. W.	  7
Mellin, Georg.	  7
Forstén, Gustaf.	  7
Lindén, John.	  7
Lehén, Emil.	  7
Tiura, A. J.	  7
Kuusela, Kustaa.	  7
Komulainen, Antti Vihtori	  7
Kojonen, Rope.	  7
Klemetti, Heikki	  7
Kilpi, O. K.	  7
Cedercreutz, Emil	  7
Kallio, V. J.	  7
Kallio, J. E.	  7
Kaitila, Anna	  7
Kainulainen, Ruupert.	  7
Kerkkola, I. E.	  7
Järvinen, Eero	  7
Jansson, Uno.	  7
Jacobson, Efr.	  7
Ahola, Wilho.	  7
Aarnio, B.	  7
Granit-Ilmoniemi, Bruno	  7
Tähtelä, Kalle.	  7
Suvorov, P.	  7
Röyhy, Sara.	  7
Richter, F. E.	  7
Lähde, Vihtori.	  7
Ohnet, Georges.	  7
Maupassant, Guy de.	  7
Hearn, Lafcadio.	  7
Hamsun, Knut.	  7
Gadd, Pehr Adrian	  7
Biurman, Georg	  7
Ekelund, Carolus Evert	  6
Acerbi, Giuseppe	  6
Eneberg, Karl Fredrik	  6
Hartman, Gabriel Israel	  6
Hertzberg, Rafaël	  6
Sjögren, Anders Johan	  6
Tengström, Jacob	  6
Kiesewetter, Johann Gottfried Carl Christian	  6
Pipping, Fredrik Wilhelm	  6
Carlsson, A. W.	  6
Finelius, Karl August	  6
Hammerich, Frederik.	  6
Birch-Pfeiffer, Charlotte.	  6
Stanley, Henry M.	  6
Diedrich, J.	  6
Sakari Sakarinpoika.	  6
Franklin, Benjamin.	  6
Pletsch, Oskar.	  6
Pippingsköld, J.	  6
Blomstedt, Oskar	  6
Bernstein, A.	  6
Adami, Johan Samuel.	  6
Wallin, Johan Fredrik.	  6
Cannelin, Gustaf	  6
Pietikäinen, Abraham.	  6
Lindblad, Johan Michael.	  6
Leutemann, Heinrich.	  6
Forsström, Karl Ferdinand.	  6
Zeller, Christian Heinrich.	  6
Snellman, K.	  6
Lindqvist, Aleksander.	  6
Pietiläinen, Joh. Ev.	  6
Järvinen, Nestor.	  6
P. W.	  6
Westerlund, Walmis.	  6
Eckstein, Ernst.	  6
Celander, G. M.	  6
Dragomirow, M.	  6
Vulpius, Christian August.	  6
Jahnsson, A. W.	  6
Bremer, Fredrika	  6
Gestrin, E. T.	  6
Rodhe, Bengt Carl.	  6
Reiche, Friedrich.	  6
Quirsfeld, Johann.	  6
Kallio, Jaakko Vihtori.	  6
Järveläinen, T.	  6
Ehrnrooth, Adelaïde.	  6
Collan, Karl	  6
Boxström, A.	  6
Horatius Flaccus, Quintus.	  6
Bonar, Horatius.	  6
Pellikka, Johan.	  6
Wallin, Waldemar.	  6
Wennerström, Ludvig Alexander.	  6
Kronman, A.	  6
Hjelmman, J. V.	  6
Walton, O. F.	  6
Hartman, Torsten.	  6
Tigerstedt, A. F.	  6
Vihlman, Ivar.	  6
Topp, Peter Jonsson.	  6
Olsson, P. Hj.	  6
Fågel Blå.	  6
Nygren, A. J.	  6
Lang, J. L.	  6
Stenroth, Otto.	  6
Sandman, Gustaf Zachris.	  6
Engeström, Fredrik von.	  6
Sirén, Aatto.	  6
Rosendahl, Karl	  6
Rahkonen, Juho.	  6
Strömberg, Tyra.	  6
Moser, Gustav von.	  6
Rönnberg, Hanna.	  6
Nonnen, Emily.	  6
Oljemark, Karl T.	  6
Nordberg, Wivi.	  6
Nicolay, Paul.	  6
Palmgren, A.	  6
Merle D'Aubigné, Jean Henri.	  6
Mantere, Niilo.	  6
Marttini, Iivana.	  6
Fransiska.	  6
Nielsen, Konrad.	  6
Långhjelm, Georg.	  6
Luoto, Kaarlo	  6
Estlander, Ernst.	  6
Jakobsson, Jarl.	  6
Äyräpää, Matti	  6
Larsson, L.	  6
Zilliacus, Emil.	  6
Ladenburg, Max.	  6
Clopatt, Arthur.	  6
Hurmerinta, K. V.	  6
Hjelt, Teodor.	  6
Hedenstierna, Karl Josef Alfred.	  6
Harte, Bret.	  6
Björnsson, Rudolf.	  6
Hahl, M.	  6
Söderhjelm, Henning	  6
Varin, Charles Victor.	  6
Vallinmäki, Aaro	  6
Gerok, Karl.	  6
Wilde, Oscar.	  6
Forsman, William Vindician.	  6
Forselius, Victor	  6
Falk, Viktor von.	  6
Everard, Georg.	  6
Trüstedt, Otto.	  6
Beckman, Nat.	  6
Behm, Oscar	  6
Becker, A. E.	  6
Renvall, Torsten T.	  6
Tallqvist, T. W.	  6
Rosenqvist, Georg Olof.	  6
Tallmage, Thomas De Witt.	  6
Talas, Onni.	  6
Carter, Nicholas.	  6
Nordström, Väinö.	  6
Wasenius, M.	  6
Blatchford, Robert.	  6
Streng, Osv.	  6
Bergh, Johan Fredrik	  6
Stall, Sylvanus.	  6
Smirnoff, Vladimir.	  6
Sjöstedt, Ludvig.	  6
Sirén, Karl Gustaf.	  6
Lindberg, Harald.	  6
Karsten, Walter.	  6
Anzengruber, Ludwig.	  6
Jansson, E.	  6
Hildén, Henrik.	  6
Frey, Richard.	  6
Homén, Olaf	  6
Borenius, Aksel.	  6
Grönroos, Hjalmar.	  6
Gide, Charles.	  6
Pohjola, Jukka	  6
Nurho, Juho.	  6
Alcenius, Otto	  6
Aspelund, Axel.	  6
Andersson, Otto.	  6
Heurlin, Maunu af.	  6
Liljeroos, J. E.	  6
Lyytikäinen, Kosti.	  6
Leblanc, Maurice.	  6
Leadbeater, C. W.	  6
Veijon-Veikko.	  6
Koskinen, Heikki.	  6
Karvonen, J. J.	  6
Kiianlinna, Akseli Konrad.	  6
Julin, Isak.	  6
Joutsen, O. A.	  6
Kalervo, Kalle.	  6
Öhrlund, Saimi.	  6
Vartiainen, J. V.	  6
Häger, Miina.	  6
Hult, Fanny.	  6
Hollatz, David	  6
Laurosela, Jussi.	  6
Uskela, Kaarlo.	  6
Herczeg, Ferenc.	  6
Suomalainen, E. W.	  6
Heinricius, P. A.	  6
Sigurd.	  6
Simelius, Aukusti.	  6
Hagfors, Edwin.	  6
Sauramo, Lauri	  6
Snellman, Walter J.	  6
Schulman, Hjalmar.	  6
Garshin, Wsevolod.	  6
Holmberg, Uno.	  6
Roine, Reinhold	  6
Roberts, Charles G. D.	  6
Rittmeijer, M. J.	  6
Hilty, C.	  6
Ricard, Olfert.	  6
Hidén, K. J.	  6
Renqvist, Henrik.	  6
Relander, V.	  6
Puhdaskoski, K. A.	  6
Rainio, Aksel.	  6
Pitkäniemi, F. M.	  6
Peeters, Edward.	  6
Cuyler, Theodore L.	  6
Pihkala, Lauri.	  6
Heine, Heinrich.	  6
Cajander, Paavo	  6
Heikel, Einar.	  6
Böök, A. Th.	  6
Harvia, Yrjö	  6
Bernstein, Eduard.	  6
Nevanlinna, E.	  6
Wuorinen, Olli.	  6
Bang, Herman.	  6
Mannermaa, J. A.	  6
Malmivaara, Wilhelmi.	  6
Malin, Artur.	  6
Gagneur, Bernhard.	  6
Forsman, W. V.	  6
Fieandt, Einar.	  6
Launis, Armas	  6
Koskimies, Juho Rudolf.	  6
Kuusisto, A. W.	  6
Korhonen, Veikko	  6
Kouta, Aarni	  6
Klaveness, Fredrik.	  6
Collins, Mabel.	  6
Tiitus.	  6
Kivekäs, K. F.	  6
Kaitila, I. V.	  6
Borg, Arvid.	  6
Booth, William.	  6
Blavatsky, Helena Petrovna.	  6
Tuhkanen, O.	  6
Arola, Taavi.	  6
Angervo, Willie.	  6
Siikaniemi, Alku.	  6
Burnett, Frances Hodgson.	  6
Sederholm, Karl	  6
Hymander, J. A. G.	  6
Frosterus, Sigurd.	  6
Heinämaa, Siviä	  6
Ahlgren, J. E.	  6
Ohrt, F.	  6
Bonsdorff, Petrus Adolphus von	  5
Pippingsköld, Josephus Gustavi	  5
Rühs, Friedrich	  5
Vlugt, W. van der.	  5
Wright, Magnus von	  5
Wallin, Georg August	  5
Retzius, Gustaf.	  5
Lagus, Wilhelmus Gabriel	  5
Tegn'er, Elof.	  5
X.	  5
Numell, Karl Johan	  5
Lindh, Theodor	  5
Leistenius, Jakob Gabriel	  5
Suchtelen, Jan Peter van.	  5
Ordin, K. F.	  5
Renvall, Robert A.	  5
Onkel Adam.	  5
Emlekyl.	  5
Björlin, Gustaf.	  5
Hahl, D.	  5
Lobstein, Jean Frédéric.	  5
Huhn, August Ferdinand.	  5
Svanljung, Johan Kristian	  5
Charles, Elizabeth.	  5
Hahnsson, Johan Adrian	  5
Aarne	  5
Garborg, Arne.	  5
Dilling, Lars.	  5
Ekman, R. W.	  5
Kahma, Uuno Albert.	  5
Wegelius, Johan	  5
Zweigbergk, Per Anton von.	  5
Wuori, Augustinus.	  5
Ullman, Uddo Lechard.	  5
Ingelius, Axel Gabriel	  5
Lindqvist, Carl Adolf.	  5
Pontoppidan, Erik.	  5
Paul, Hermann	  5
Hedberg, Juuso	  5
Granit, Bruno	  5
Wikner, Karl Pontus.	  5
Sturm, Christoph Christian.	  5
Saphir, Adolf.	  5
Bergström, Anna.	  5
Löfström, Theodor.	  5
Fabritius, Ernst	  5
Lyra, Alexander Wilhelm.	  5
Järnefelt, Akseli Kustaa Leonard.	  5
Kramsu, Kaarlo	  5
Cederberg, J. A.	  5
Ignatius, K. H. J.	  5
Hamnerin, Nils.	  5
Frommel, Emil.	  5
Wilhelmiina A.	  5
Tacitus, Publius Cornelius.	  5
Bernières-Louvigny, Jean de.	  5
Holmberg, Mårten.	  5
J. A. B.	  5
Olander, O.	  5
Roscoe, H. E.	  5
Nemirovitš-Dantšenko, Vasili.	  5
Savela, H.	  5
Wood-Allen, Mary.	  5
Malmström, Karl Robert.	  5
Lagus, Lars Reinhold.	  5
Lindholm, Karl H.	  5
Wiitanen, Frans.	  5
Haartman, M. von.	  5
Wasastjerna, Nils.	  5
Stockham, Alice B.	  5
Wahlroos, Achilles.	  5
Engström, Otto.	  5
Borgström, Arthur H.	  5
Blomberg, K. E.	  5
Asp, Georg.	  5
Wasastjerna, Oscar.	  5
Wrede, Mathilda.	  5
Kullervo.	  5
Hisinger, Eduard	  5
Francke, August Hermann	  5
Lemström, G.	  5
Hårdh, Emil.	  5
Roslin, Mathilda	  5
Faltin, Richard	  5
Fager, Paul.	  5
Sombart, Werner.	  5
Bobrikov, N. I.	  5
Wichmann, Ossian.	  5
Tuulonen, Anja	  5
Sjöström, Juhani.	  5
Typpö, Leonard.	  5
Raspe, Rudolf Erich.	  5
Pennanen, Matti.	  5
Torckell, Olga	  5
Sternberg, Ivar.	  5
Segerstråle, Albert.	  5
Sjöström, Alfred.	  5
Kieler, Laura.	  5
Norman-Hansen, Carl Martin.	  5
Mill, John Stuart.	  5
Feuerbach, Ludwig.	  5
Manner, Viktor.	  5
Lindström, Karl.	  5
Laurén, Walter.	  5
Kangas, Johan.	  5
Lunde, Albert.	  5
Kaatra, Kössi	  5
Lindfors, John.	  5
Cronstedt, Gabriel.	  5
Christianson, Edwin.	  5
Holmberg, G. O.	  5
Ronimus, J. V.	  5
Hildén, Konr.	  5
Hernberg, Rob.	  5
Valbäck, F. J.	  5
Wäyrynen, Johannes.	  5
Winqvist, Carl.	  5
Takolander, Alfons.	  5
Viitanen, Frans.	  5
Hannikainen, Pietari	  5
Weyman, Stanley.	  5
Daniel Henkikäsi, numero 3.	  5
Hallenborg, J. F.	  5
Blomqvist, Anna.	  5
George, Henry.	  5
Qvist, Johannes.	  5
Ganander, Christfrid	  5
Farrar, Frederick William.	  5
Sjöros, Bruno.	  5
Turunen, W.	  5
Sand, George.	  5
A. E. T.	  5
Suuronen, Philip.	  5
Bonsdorff, Hj. von	  5
Tallgren, O. J.	  5
Blomqvist, Axel.	  5
Thomsen, Vilhelm.	  5
Strengell, Gustaf.	  5
Bellamy, Edward.	  5
Auvinen, A.	  5
Sohm, Rudolph.	  5
Smidt, Gerhard.	  5
Sillanpää, Miina	  5
Schrenk, Elias.	  5
Savolin, Emil J.	  5
Sandman, Jonas Albert	  5
Almqvist, Carl Jonas Love.	  5
Salava, A.	  5
Munsterhjelm, Ludvig.	  5
Räsänen, Hilma	  5
Siltala, A. J.	  5
Rusila, O.	  5
Bredenberg, G. A.	  5
Rosenqvist, A. R.	  5
Roschier, Armas.	  5
Rodenbach, Georges.	  5
Reuter, J. N.	  5
Pätiälä, H. J.	  5
Pylkkänen, Hilma.	  5
V. P-n.	  5
Donner, Olly.	  5
Paavonen, Toivo Wilhelm.	  5
Nortamo, Hj.	  5
Dahlström, Svante.	  5
Niinivaara, Verneri.	  5
Möller, Christian.	  5
Mäkelin, Yrjö Esaias.	  5
Musikka, Väinö.	  5
Munch, P.	  5
Bomansson, Karl August	  5
Nikander, Gabriel.	  5
Streng, W. O.	  5
Mannermaa, J.	  5
Malot, Hector.	  5
Malm, E. A.	  5
Backman, Sigrid	  5
Furuhjelm, Ragnar	  5
Saalas, Uunio	  5
Palmgren, Alvar.	  5
Lindgren, Erik.	  5
Lehtonen, Svante.	  5
Kovero, Karl Adolf.	  5
Kotzebue, August von.	  5
Koskinen, Juho.	  5
Lagerlöf, A.	  5
Korpela, Simo	  5
Karttunen, Uuno	  5
Karsten, Rafael	  5
Karpio, Vihtori	  5
Kerfstedt, Amanda.	  5
Keller, Gottfried.	  5
Jokinen, William	  5
Janson, Gustaf.	  5
Jalkanen, Kaarlo Jonathan	  5
Jääskeläinen, Pasi	  5
Jacobs, W. W.	  5
Tokoi, Oskari.	  5
Zwilgmeyer, Dikken.	  5
Wodehouse, E. A.	  5
Tihlä, Hilda	  5
Hårdh, Albert.	  5
Tigerstedt, Carl.	  5
Wilhelmi, Alexander Victor.	  5
Wilde, Eduard.	  5
Huttunen, Evert Johan Valdemar	  5
Huotari, Anton.	  5
Hostrup, C.	  5
Texas, Jack.	  5
Homén, Arne.	  5
Holsti, Hugo.	  5
Waggoner, E. J.	  5
Ruuth, Y. O.	  5
Taipale, A. E.	  5
Hellman, J. F.	  5
Heidenstam, Verner von.	  5
Siegberg, Artur	  5
Ivalo, Jenny.	  5
Ingman, Alfred Emil.	  5
Ikonen, Leander.	  5
Haggard, H. Rider.	  5
Seppälä, Maiju.	  5
Grönberg, Amalia.	  5
Soini, Wilho	  5
Selander, Wäinö.	  5
Sjöström, Elin.	  5
Gottberg, Gunnar.	  5
Gadolin, A. W.	  5
Fries, Ellen.	  5
Salokannel, H.	  5
Rolland, Romain.	  5
Eskelin, Karolina.	  5
Hirvensalo, L. R.	  5
Heurlin, Paula af.	  5
Reid, Mayne.	  5
Helsingius, Naëma.	  5
Potapenko, Ignati Nikolajevitš.	  5
Rajavaara, Johannes.	  5
Helander, Gertrud.	  5
Chateaubriand, François René de.	  5
Saarenseppä, A. R.	  5
Vandervelde, Emile.	  5
Cajander, Eino	  5
Olsoni, Emerik.	  5
Okkonen, Onni.	  5
Hauff, Wilhelm.	  5
Hartman, Jon.	  5
Brekke, K.	  5
Bonsdorff, Richard.	  5
Marlitt, E.	  5
Arminen, K. V.	  5
Gunter, Archibald Clavering.	  5
Lumme, Alpo.	  5
Feuillet, Octave.	  5
Leidenius, Laimi.	  5
Lehtonen, U. L.	  5
Lehtonen, K. V.	  5
Laurén, Rafaël.	  5
Lassila, Ilmo	  5
Kytömaa, Kaarlo.	  5
Kuusi, Eino.	  5
Kuprin, A. I.	  5
Krook, Anna.	  5
Kojo, Viljo.	  5
Cederholm, Hanna.	  5
Busch, Oscar.	  5
Johanson, V. F.	  5
Jaatinen, Otto Engb.	  5
Borenius, Georg.	  5
Blässar, Tuure.	  5
Ahlgren, Ernst.	  5
Andelin, Werner	  5
Alcott, Louisa M.	  5
Rekonen, Aatu.	  5
Simons, A. M.	  5
Drachmann, Holger.	  5
Nevanlinna, O.	  5
Mömmö, Viljo J.	  5
Nielsen, A.	  5
Muderspach, L.	  5
Keihänen, Axel.	  5
Conradi, L. R.	  5
Andersson, G. A.	  5
Könönen, T.	  5
Pontoppidan, Henrik.	  5
Ljungberg, Emmi	  5
Lermontov, Mihail.	  5
Halonen, Kaarlo	  5
Liinamaa, Hilja	  5
Hilli, Fritiof.	  5
Delisle, Guillaume.	  5
Blaeu, Willem Janszoon	  5
Wit, Frederick de.	  5
Maupertuis, Pierre Louis Moreau de	  5
Seutter, Matthaeus	  5
Ljungberg, Eva.	  4
Kajanus, Georg August	  4
Enqvist, G.	  4
Sederholm, Theodor	  4
Ujfalvy, Ch. E. de.	  4
Lindström, Johan Adolf	  4
Budenz, József.	  4
Raala, R.	  4
Engelberg, August	  4
Nervander, Johan Jakob	  4
G. H. M-n.	  4
Hunfalvy, Pál.	  4
Clarke, Edward Daniel.	  4
Rühs, Friedrich.	  4
Björkstén, Emilie	  4
Klingspor, Mauritz.	  4
Sten, Daniel.	  4
Mihailovski-Danilevski, A. I.	  4
Nyberg, A. G.	  4
Tagantsev, N. S.	  4
Fedorov, Evg.	  4
Jelenev, F. P.	  4
Åberg, G. A.	  4
Christoph.	  4
Roos, Samuel	  4
Reuter, Ernst.	  4
Österviking.	  4
Smirnoff, Georg	  4
Renvall, Gustaf	  4
Sibelius, Jean.	  4
Rahkonen, A.	  4
Platou, Ludvig Stoud.	  4
Salonius, Paavo.	  4
Bełza, Stanisław.	  4
Aspelin, Henrik Emanuel.	  4
Gumpert, Thekla von.	  4
A. F. G.	  4
Scribe, Augustin Eugène.	  4
Gagner, Lars Peter.	  4
Piipponen, Henrik	  4
Blomstedt, Kaarlo Juhana.	  4
Zidbäck, John.	  4
Svan, Carl Gustaf.	  4
Ervasti, A. W.	  4
Ståhlberg, Karl Emil.	  4
Nordlund, Carl Ferdinand	  4
Neovius, Edvard	  4
Möller, Johan.	  4
Lindman, Adolf	  4
Lrn	  4
Kapff, S. C.	  4
Färling, Fredrik Ignatius.	  4
Farquhar, Barbara H.	  4
Porkka, Volmari	  4
Bugge, P. O.	  4
Auerbach, Berthold.	  4
Strömborg, J.	  4
Sainio, Johannes Nestor.	  4
Kaarlo Setä	  4
Pihlemann, J.	  4
Wivolin, Karl Gustaf	  4
Weitbrecht, G.	  4
Oehlenschlaeger, Adam.	  4
Warén, Aksel	  4
Tuderus, Victor Edvard Ludvig.	  4
Stålhandske, Gustaf.	  4
Tollesson, Pehr.	  4
Emilia.	  4
Furuhjelm, August Leonard.	  4
Molander, Harald.	  4
Matteson, J. G.	  4
Salonen, B. F.	  4
Lübke, Wilhelm.	  4
Heino, K.	  4
Hoof, Jacob Otto.	  4
Pettersson, Victor.	  4
Lassila, David.	  4
Liljenstrand, Axel	  4
Haag, C.	  4
Ingman, Jenny.	  4
Willjamson, William.	  4
Lea.	  4
Castrén, Robert.	  4
Dimbleby, J. B.	  4
Bergroth, Frans Gideon	  4
Walve, Johannes.	  4
Ilmoni, Immanuel	  4
Högman, August.	  4
Wainio, Niilo E.	  4
Swan, Carl Gustaf.	  4
Björklund, Gustava.	  4
Besser, Wilhelm Friedrich.	  4
Helsingius, Gustaf Fredrik	  4
Heikel, Rosina.	  4
Tegnér, Esaias.	  4
Tanner, Nestor.	  4
Schauman, August	  4
Savolainen, Abraham.	  4
Godenhjelm, Uno.	  4
Sandeberg, Jane af.	  4
Spångberg, Valfrid.	  4
Färling, F. J.	  4
Petterson, Gustaf.	  4
Peltonen, Ester.	  4
Witkovsky, B.	  4
Berghell, H.	  4
Martin, Johan Henrik.	  4
Malmberg, Wilhelm.	  4
Lundgren, Fredrik.	  4
Booth, Catherine.	  4
Ingraham, J. H.	  4
Hovilainen, Johan.	  4
Hornborg, Felix.	  4
Hellén, Immi	  4
Frosterus, Berndt Leonard	  4
M. Gt.	  4
Fjellstedt, Peter.	  4
Forsman, Aukusti Valdemar.	  4
Cornelius, Carl Alfred.	  4
Colliander, Gertrud	  4
Breckling, Friedrich.	  4
Borg, Väinö Gabriel.	  4
Tavaststjerna, Hilja.	  4
Bergstrand, Carl Erik.	  4
Seyn, Frans Albert.	  4
Simpson, A. B.	  4
Sipilä, Fr. Vilho.	  4
Hoffmann, Heinrich.	  4
Porthan, Henrik Gabriel	  4
Wilkinson, John.	  4
Johnsson, Mikael.	  4
Wegelius, Uno.	  4
Granström, Axel.	  4
Hällström, Karl Th.	  4
Brander, Seb.	  4
Widt, Birger.	  4
Turunen, Armas E.	  4
Weckman, Wald.	  4
Reid, William.	  4
Petterson, Väinö.	  4
Abrahamsson, Gustaf Alfred.	  4
Hedström, Gustaf.	  4
Kothen, Axel von.	  4
Selin, Helmi.	  4
Wirtanen, A. A.	  4
Salomaa, Aliina.	  4
Snellman, Edvin.	  4
Selmer-Geeth, Harald.	  4
Öhquist, Alexander.	  4
Forselles, Arthur af.	  4
Salmelainen, Eero	  4
Wendt, Ernst von.	  4
Backlund, O.	  4
Preczang, Ernst.	  4
Wiklund, C. L.	  4
Törnudd, Sigurd.	  4
Törnudd, Arne.	  4
Topelius, Guy.	  4
Hackman, Alfred	  4
Pfennigsdorf, E.	  4
Tallqvist, J. V.	  4
Spoof, Axel R.	  4
Velakoski, Fr.	  4
A***	  4
L. S-n.	  4
Müller, Henrik.	  4
Smith, Hannah Whitall.	  4
Lindroth, Hjalmar.	  4
Rönnbäck, Ernst	  4
Nuupala, Frans.	  4
Roos, Jeja.	  4
Richter, Eugen.	  4
Nylander, Bruno.	  4
Nietschmann, H.	  4
Newton, Rikhard.	  4
Naumann, Friedrich.	  4
Nansen, Peter.	  4
Korolenko, Vladimir.	  4
Koivistoinen, Joh.	  4
Ollila, Onni.	  4
Palmén, K. E.	  4
Moltesen, Eva.	  4
V. P.	  4
Kelber, Johan Georg.	  4
Mandelin, Erik	  4
Lundqvist, Ernst Aug.	  4
Karlsson, K. J.	  4
Stening, Klas.	  4
Wahl, Walter.	  4
Lybeck, Jakob Vilhelm.	  4
Järvinen, Josua	  4
Lucas, Richard.	  4
Lodenius, Elias.	  4
Kaasinen, J. P.	  4
Lindstedt, Wilhelm	  4
Lindh, Adam.	  4
Jolin, Johan.	  4
Jessen, Ernst.	  4
Karsten, Anton.	  4
Eklund, Hjalmar.	  4
Le Feuvre, Amy.	  4
Dillner, T. S.	  4
Wrede, Sigrid.	  4
Hurt, Jakob.	  4
Hohenthal, Lennart.	  4
Hjelt-Cajanus, Esther.	  4
Hjelt, Yolanda.	  4
Zetterman, G. L.	  4
Kah.	  4
Heikkilä, Seth.	  4
Heikel, Karl Abiel	  4
Virkkunen, A. H.	  4
Suomenmielinen.	  4
Törne, P. O. von.	  4
Winter, Lisabeth.	  4
Bonsdorff, Axel von.	  4
Wildenbruch, Ernst von.	  4
Hangasoja, M.	  4
Walve, Juho.	  4
Gontšarov, I. A.	  4
Valorinta, Väinö.	  4
Valmari, Johannes.	  4
Wallinheimo, J. W.	  4
Fryxell, Anders.	  4
Fogelholm, R.	  4
Conway, Hugh.	  4
Erckmann, Émile.	  4
Turunen, Ilona.	  4
Berndtson, A.	  4
Bergroth, Julius Efraim	  4
Sanden, Gabriel.	  4
Bengelsdorff, G.	  4
Rancken, Einar.	  4
Rosenqvist, Oskar.	  4
Terhi, Kaarlo.	  4
Tallgrén, H.	  4
Nordenstreng, Rolf.	  4
Ottelin, A. K.	  4
Caselius, O. J.	  4
Söderberg, Hjalmar.	  4
Karttunen, Liisi.	  4
Bölsche, Wilhelm.	  4
Bramsen, Alfred.	  4
Järvinen, K. K.	  4
Boxström, B.	  4
Bourget, Paul.	  4
Andrejeff, Leonid.	  4
Andersson, Gunnar.	  4
Hämäläinen, Albert	  4
Blankensee, Theo von.	  4
Alfthan, K. von.	  4
Snell, Johann Peter Ludwig	  4
Landell, Erik.	  4
Kapari, Väinö.	  4
W. S.	  4
Aapo S.	  4
Schwartz, Marie Sophie.	  4
Sundwall, Johannes.	  4
Sarva, Gunnar.	  4
Sarlin-Saraste, Konstantin.	  4
Teräsvuori, Kaarlo.	  4
Sargren, Johan Engelbert.	  4
Santavuori, Kalle	  4
Salin, Eetu.	  4
Sahlstén, Anna	  4
Federley, Harry	  4
Mansikka, V. J.	  4
Silfvenius, A. J.	  4
Rissanen, Santeri.	  4
Riehl, W. H.	  4
Aanrud, Hans.	  4
Grotenfelt, Erik.	  4
Rauhamaa, Onni.	  4
Neiglick, Hjalmar	  4
Puhakka, Wäinö.	  4
Pontoppidan, Morten.	  4
Engelqvist, Oskar.	  4
Friis, Aleks.	  4
Petersen, Lauritz.	  4
Ekström, F. W.	  4
Paulaharju, Samuli.	  4
Ehrström, Robert.	  4
Schulz, Heinrich.	  4
Ostwald, Wilhelm.	  4
Tohtori-Eno.	  4
Airila, Martti	  4
Wilkman, W. W.	  4
Müller, Hans.	  4
Montépin, Xavier Aymon de.	  4
Monod, Th.	  4
Borgström, L. H.	  4
Boldt, Jean.	  4
Mérimée, Prosper.	  4
Merimaa, Akseli.	  4
Rein, Edv.	  4
Suolahti, Hugo.	  4
Markelin-Svensson, Jenny.	  4
Manninen, Otto	  4
Mantero, Jussi.	  4
Mannelin, Karl.	  4
Karsten, Hugo.	  4
Hintikka, E. A.	  4
Lisitzin, Vilho.	  4
Lindstedt, J. K.	  4
Saelan, Thiodolf.	  4
Le Seur, Paul.	  4
Le Queux, William.	  4
