publisher	Count
[Carl Reinhold Lindberg]	   1
[August Julius Linsén]	   1
[Carl Adolf Öhrnberg]	   1
[Carl Gustaf von Essen]	   1
[Julius Ephraimus Bergroth]	   1
[Andreas Cajander]	   1
[Fransiscus Gustavus Palander]	   1
[Johannes Matthias Sundwall]	   1
[Fredericus Bergstadi]	   1
[Gustavus Cannelin]	   1
[Johannes Reginaldus Bergstadi]	   1
[Claudius Herm. Molander]	   1
[Johannes Oscar Immanuel Rancken]	   1
[Gustavus Fridericus Helsingius]	   1
[Franciscus Wilhelmus Avellan]	   1
[Edvardus Sevon]	   1
[Ericus Alexander Ingman]	   1
[Henricus Edvardus Arnell]	   1
[Anton Gabriel Dahl]	   1
[Samuel Fridericus Dahl]	   1
[Fransiscus Ludovicus Schauman]	   1
[Carolus Henricus Palin]	   1
[Carolus Gustavus Sjöstedt ]	   1
[Kristian Gustaf Sucksdorff]	   1
[Laur. Leonh. Lindelöf]	   1
[Aug. Ferdin. Strandberg]	   1
[Paulus Tikkanen]	   1
[Fridericus Woldstedt]	   1
[Petrus Adolphus Aschan]	   1
[Joh. Matth. Kalm]	   1
[Carolus Jacobus Helander]	   1
[Julius Ephr. Bergroth]	   1
[Petrus Ervast]	   1
[Alexander Ferdin. Borenius]	   1
[Reinhold Ferdinand Sahlberg]	   1
[Matthias Johannes Hydén]	   1
[Alexander Ruuth]	   1
[Jacobus Fredricus Blanck]	   1
[Georgius Augustus Wallin]	   1
[Gustavus Samuel Crusell]	   1
Kongl. sjökarta kont.	   1
Sjökarteverket	   1
[J. Hjort]	   1
[Alexander Ernestus Bodén]	   1
Chromo-Lith hos F. Tengström	   1
F. L. Blomqvist	   1
Sỳnodal'naâ Tipografìâ	   1
Lorenzo Sonzogno	   1
[Evert Julius Bonsdorff]	   1
[Benjamin Frosterus]	   1
[Carolus Josephus Estlander]	   1
[Bernhardus Wilhelmus Brunou]	   1
[Edvardus Jon. Guil. a Brunér]	   1
[Olavus Gustavus Hollmeen]	   1
[Augustus Julius Linsén]	   1
[Axelius Gvilielmus Lilienstrand]	   1
[Antonius Alfthan]	   1
[Iosephus Nummelin]	   1
[Andreas Ferdinandus Thoreld]	   1
[Carolus Augustus Finelius]	   1
[Augustus Lindfors]	   1
[German' Goppe]	   1
[Ioh. Gvil. Pesonio]	   1
[Henricus Daniel Poppius]	   1
[Franciscvs Gvilielmvs Gustavvs Hielt]	   1
[Iohannes Alexander Friman]	   1
[Andreas Iohannes Ericvs Ehrström]	   1
[Iacobvs Henricvs Roos]	   1
[Carolvs Iacobvs Keckman]	   1
[Clavdivs Hermannvs Molander]	   1
[Albertvs Ingman]	   1
[Torstanvs Thuro Renvall]	   1
[Carolvs Christianvs Stenivs]	   1
[Johannes Matthias Hackzell]	   1
[Ivstvs Theodorvs Svanström]	   1
[Gabriel Mavritivs Waenerberg]	   1
[Adolphvs Edvardvs Arppe]	   1
[Henricvs Constantinvs Corander]	   1
[Edvardvs Ionas Gvilielmvs Brvnér]	   1
[Carolvs Alexander Lillström]	   1
[Rabbe Godofredvs Rvvth]	   1
[Gustavus Björkroth]	   1
[Carolus Andreas Zitting]	   1
[Johannes Witikka]	   1
[Johannes Albertus Tengén]	   1
[Johannes Albertus Söderholm]	   1
[Carolus Augustus Krook]	   1
[Fredricus Wilhelmus Brander]	   1
[Carolus Wilhelmus Enckell]	   1
[Andreas Ericus Johannes Ehrström]	   1
[Carolus Christianus Stenius]	   1
[Adolphus Edvardus Arppe]	   1
[Franciscus Ludovicus Schauman]	   1
[G. W. Edlunds förlag]	   1
[Alexander Fred. Laurell]	   1
Oulun Rauhanyhdistys	   1
Emäntäliitto	   1
Helsingin Naisjärjestöt	   1
Husmoderförbundet	   1
Suomen Yhtyneitten Eläinsuojelusyhdistysten Keskusliitto	   1
Suomen Yhdistetty Eläinsuojelus	   1
Svenska Kvinnoförbundet	   1
Costianderin Lahjoitusrahasto	   1
A. A. Bäckström	   1
S.M. Heikel	   1
Uudenkaupungin Eläinsuojelusyhdistys	   1
Kotkan Eläinsuojelusseura	   1
Viipurin pitäjän Talikkalan Eläinsuojelusyhdistys	   1
Waasan läänin Sylvia yhdistys	   1
Tammelan Eläinsuojelus Seura	   1
Kemin Rauhanyhdistys	   1
Svenska Konkordia Förbundet	   1
Naisyhdistys Päivännousu	   1
Orimattilan Naisyhdistys	   1
Mäntän Naisyhdistys	   1
Porin Naisstipenti-Seura	   1
Oulun Naisyhdistys	   1
Wiipurin Nuorten Miesten Kristillinen Yhdistys	   1
Suonenjoen Eläinsuojelusyhdistys	   1
Jyväskylän Naisseura	   1
Suomussalmen Eläinsuojelusyhdistys	   1
Seinäjoen Eläinsuojelusyhdistys	   1
Rovaniemen Eläinsuojelusyhdistys	   1
K. F. Kiwekäs	   1
Närpes Understödsförening för Förolyckade Hästar och Nötkreatur	   1
Rantasalmen Eläinsuojelusyhdistys	   1
Noormarkun Eläinsuojelusyhdistys	   1
Jämsän Eläinsuojelus-Yhtiö	   1
Mustasaari Djurskyddsförening	   1
Nummelan Eläinsuojelusyhdistys	   1
Eläinsuojelusyhdistys Iitin, Jaalan ja Artjärwen Pitäjissä	   1
Koiviston Eläinsuojelusyhdistys	   1
Käkisalmen Eläinsuojelus-Yhdistys	   1
Lappeenrannan Kaupungin ja Lappeen Pitäjän Eläinsuojelus- ja Hevosystäväin Yhdistys	   1
Heinolan Eläinsuojelus-Yhdistys	   1
Djurskyddsföreningen i Ekenäs	   1
Djurskyddsföreningen i Jakobstad	   1
Lahden kauppalan Eläinsuojelus Yhdistys	   1
Djurskyddsföreningen i Hangö	   1
Djurvännerna i Hangö	   1
Kaskö Djurskyddsförening	   1
Georg Reimer	   1
I. Herzog	   1
Fågelföreningen Svalan	   1
Svenska Allmänna Kvinnoföreningen	   1
Joensuun Eläinsuojelusyhdistys	   1
Keski-Karjalan Hewoisystäwäin Seura	   1
Gust. Bergroth	   1
Kotkan Työväenyhdistys	   1
Lappeenrannan ja Lapveden Eläinsuojelus- ja Hevosystäväin Yhdistys	   1
Kuopion Eläinsuojelusyhdistys	   1
Iisalmen Eläinsuojelusyhdistys	   1
Djurskyddsföreningen i Kristinestad	   1
Djurskyddsföreningen i Lovisa	   1
Kotkan Eläinsuojelusyhdistys	   1
Öfvermark Understödsförening för Förolyckade Hästar, Nötkreatur och Svin	   1
Suomen Eläinsuojelutoimisto	   1
Tampereen Työläisnaisten Äänioikeusrahasto	   1
Turun ja Porin Eläinsuojelus-Yhteydet	   1
Wasa Kanotklubb	   1
Pohjoismaiden Soutuliitto :;Helsingin Soutuklubi	   1
Voimistelu- ja urheiluseura Jousi	   1
Viipurin Suomalainen Polkupyöräseura	   1
Wasa Velocipedklubb	   1
Åbo Velociped Klubb	   1
Tampereen Polkupyöräilijä-Liitto	   1
Lahden Polkupyörä-Yhdistys	   1
Kuopion Polkupyöräseura	   1
Gamlakarleby Velociped Klubb	   1
Keski-Suomen Polkupyörä-Yhdistys	   1
Helsingin Polkupyöräseura	   1
Helsingin Eestiläinen Hyväntekeväisyys Yhdistys	   1
Suomen Höyrylaiva Oy	   1
Eemeli Salminen	   1
Hugo Winter	   1
Kalenteri Oy	   1
forlagt af L. Veeken, trykt hos T. E. Raugel, og faaes tilkjøbs i Pilestraedet No. 111	   1
Esso	   1
Emil Lundell	   1
A. N. Winell	   1
A. Val'ter', Â. Rapa i ko. ;;Akademiska bokhandeln	   1
[Voenno-topografičeskìj otděl' General'nago Štaba]	   1
[Lars Stenbäck]	   1
[Laurentius Stenbäck]	   1
[Laurentius Jacobus Stenbäck]	   1
[Pyörä]	   1
[Koleso]	   1
tryckt hos directeuren Joh. A. Carlbohm	   1
[s.n.],;J. Karstenin tykönä	   1
Suomen ewank. seura	   1
Joh. A. Inberg	   1
[Raphael Fredericus Mansner]	   1
[Antonius Lindh]	   1
[Henricus Wegelius]	   1
[And. Herm. Georg. Carger]	   1
[Carolus Backman]	   1
[Gust. Leonhardus Stenbäck]	   1
ex officina typographica Frenckelliana	   1
[Oloneckoe otdělenìe Karel'skago bratstva]	   1
Glavnoe upravlenìe locmanskago i maâčnago vědomstva Finlândìi	   1
Geografičeskij departament	   1
S. ylioppilaskunnan antikvaarilaitos	   1
litteris J. C. Frenckell & fil.	   1
Depôt imperial des cartes	   1
J. C. Frenckell & sons förlag	   1
G. L. Söderström,;G. L. Söderström'in kirjapainossa)	   1
Matti Tauriainen	   1
[R. Montgomery]	   1
Tipografiâ Û. N. Èrlih'	   1
Granbergin taideteollisuusosakeyhtiö	   1
E. I. Fesenko	   1
Mäkisen tehdasliike-osakeyhtiö	   1
[Suomalaisten puolueiden vaaliliitto]	   1
[Otto Andersin]	   1
[Rolver]	   1
Suomalainen kirjapaino yhtiö	   1
Universal'naâ biblìoteka	   1
V. Berezovskìj	   1
Toiwonen	   1
F.A. Westbeckin kustannuksella	   1
J.F. Granlund	   1
[Magyar Tudományos Akadémia]	   1
[K. Husmann]	   1
Stationery Office	   1
Suomen lähetys seura	   1
[Ascher & co.]	   1
Tammerfors nyheter	   1
Valaamskij monastyr	   1
H. G. Gröhn, kirja- ja paperikauppa	   1
ex officina C. L. Hjelt	   1
Ida Kaskenmäki	   1
M. Lyytinen	   1
Société de géographie de Finlande	   1
präntätty Christ. Ludv. Hjeltin tykönä	   1
F.A. Westbeckin  kustannuksella	   1
Libraire de la cour d'Appel et de l'ordre des avocats	   1
Gugo Štejnic = Hugo Steinitz	   1
Otto Vieweg	   1
John M. Johnson	   1
William Mäki	   1
Alumni Association of the Michigan college of mining and technology	   1
[Suomalainen sosialisti-järjestö]	   1
[Amerikan S.S. järjestö]	   1
[S.K.R.V.]	   1
[Kalevan Naiset]	   1
Työkansan kust.-yhtiö	   1
Suomi-Opisto	   1
[Julutställningskalenderns expedition, G. H. Lindblad]	   1
[Helsingfors lyceum]	   1
[Suomalainen siirtolais-yhtiö]	   1
[Kotikielen seura]	   1
[Suomen kotiseutuliitto]	   1
H. F. Parlin	   1
Yrjö Weilin (jakaja)	   1
Expeditionen för Finlands annonskalender	   1
G. A. Grinevskij	   1
Finlândskoe èksportnoe obŝestvo	   1
[Augustus Guilielmus Frosterus]	   1
J. W. Nesslers boktryckeri	   1
Waasan realilyseon toverikunta	   1
[Johannes Gustavus Frosterus]	   1
[Henricus Borgström]	   1
[Arminius Julius Withander]	   1
[Societas geographica Fenniae]	   1
Porin lyseon toverikunta	   1
[Augustus Schauman]	   1
Blom & Ekroth	   1
H. T. Bärlundin kirjakauppa	   1
K. W. Luukkonen	   1
N. A. Zilliacus' tryckeri	   1
[Helsingfors' lycei konvent]	   1
G. E. Jansson & kumpp. kirjapaino	   1
Emil Lyytikäinen	   1
Kongl. landmäteri kontoret	   1
[W. Lavonius]	   1
[Svenska fruntimmersskolan]	   1
C. H. Nummelin	   1
Walther League	   1
Työmies publishing	   1
Öfverstyrelsen för landtmäteriet	   1
lith. Åbo stentryckeri aktiebolaget	   1
Tidnings- och Tryckeri-aktiebolaget	   1
Gustaf Bergman	   1
Finnish newspaper co.	   1
E. W. Björklund & kumppanit	   1
Suomalais-Luteerilainen kustannusliike	   1
Amerikan suomalainen teosofinen kustannusliike	   1
Socialist publishing co.	   1
Henry Koller	   1
[K. E. Holms förlag]	   1
[G. Alfthan]	   1
Frenckell & sons bokhandeln	   1
Ventzel Hagelstam förlag	   1
Werner Söderström osakeyhtiö	   1
Förlagsaktiebolaget Otava	   1
[I. J. Inberg]	   1
J. W. Lillja & Co förlag	   1
Justus Perthes ; Helsingfors :;Wasenius & Co [jakaja]	   1
J. F. Törmä	   1
[Raittiusseura Vesi n:o 22]	   1
Lähetysyhdistys	   1
The Finnish Press Co.	   1
Matti Lehtosen kirjapaino ja kustannusliike	   1
Child Evangelism Fellowship	   1
Imprimerie de Thiele	   1
Almqvist & Wiksells boktryckeri :;[Lundequistska bokhandeln (i distribution)]	   1
[Heymann]	   1
H. G. Nordström	   1
tryckt hos Carl Deleen, R. W. O.	   1
Palmblad, Sebell & C.	   1
P. M. Lindhs förlag	   1
Verlag von M. Poppelauer	   1
Nordströmska Boktryckeriet	   1
[Johan Esaias Waaranen]	   1
K. A. Hermann	   1
Veckobladet	   1
Turun suomalainen kirjapaino- ja sanomalehti	   1
Èduard Prac	   1
Wasenius & Co	   1
Håkan Ohlssons boktryckeri	   1
Elméns och Granbergs tryckeri	   1
Hembygdens Vänner i Hangö	   1
J. Christ. Frenckell ja poika	   1
Heikki Lehmus	   1
Juhannustulen toimitus	   1
[Eliel Saarinen]	   1
[Julius Tallberg]	   1
på Alb. Bonniers förlag	   1
på C. R. Hööks förlag	   1
de l'imprimerie de N. Gretsch	   1
tryckt hos P. A. Norstedt & Söner	   1
August Busch'i Kirjastus	   1
Sydän-Suomen sanomalehtiosakeyhtiö	   1
tryckt hos P. G. Berg	   1
[C. M. Thimgren]	   1
C. A. Dybwad	   1
Kustantamo Salama	   1
[Lindfors]	   1
G. W. Edlunds förlagsaktiebolags förlag	   1
[A. Tavaststjerna, distr.]	   1
in der Vossischen Buchhandlung	   1
gedruckt in der buchdruckerei der Kaiserlichen Akademie der Wissenschaften	   1
Lith. F. Liewendal	   1
Tipografìâ Âkova Treâ	   1
[G. A. Kajanus]	   1
Lith.hos F. Liewendal	   1
Lahden kirjapaino- ja sanomalehti-o.-y.	   1
Stentr. hos G. O. Wasenius	   1
D. van Nostrand	   1
[Historische Gesellschaft]	   1
[Theodor Schvindt]	   1
Elméns och Granbergs Tryckeri	   1
Valtakunnan kauppiasliitto	   1
Jules Renouard, Libraire	   1
Marquardska tryckeriet	   1
Nordin & Josephson, i distribution	   1
[Forening af Officerer]	   1
Verlagsanstalt F. Bruckmann	   1
I. Ladyschnikow Verlag	   1
[Haridus]	   1
August Buschʼi kirjastus	   1
Antron Strauss	   1
sn	   1
Fahlcrantz & Co	   1
Turun suomalainen kirjapaino ja sanomalehti-osakeyhtiö (Uuden Auran kirjapaino)	   1
[Finska-Litteratur-Sällskapets förlag]	   1
F. W. Jalander	   1
[J. Ph. Palmén]	   1
im Verlage des Geograph: Instituts	   1
Svenska jägare-förbundet	   1
F. Tilgmanns förlag	   1
A. W. Gröndahl & A. C. Öhman, förläggare	   1
Wentzel Hagelstam, Uno Wasastjerna	   1
Edlund, kustantaja	   1
F. Tilgmannʼin kustannuksella	   1
G. W. Edlundʼin kustannuksella	   1
Weilin & Göösʼin kirjapainossa	   1
G. W. Wilén ja kumpp. kirjapainossa	   1
J. W. Lilljan kirjapainossa	   1
präntetty P. M. F. Lundbergin kirjapainossa	   1
bij Steenbergen van Goor	   1
hos Strinnholm och Häggström	   1
imprimé chez Charles Deleen et J. G. Forsgren, MDCCCI	   1
Verlage des Industrie-Comptoirs	   1
tryckt hos C. Delén	   1
Gedruckt bey Friedrich Drechsler	   1
tryckt hos Nils Magnus Lindh, 1807. På eget förlag	   1
de lʼimprimerie de P. P. A. Pluchart, Petite-Morskoї, No 120	   1
de lʼimprimerie de F. Drechsler	   1
printed for R. Phillips ... by T. Giilet, Salisbury-square	   1
bij François Bohn	   1
Chez Levrault, Schoell, et Compagnie, libraires, Rue de Seine ...	   1
chez Levrault, Schoell et Comp. libraires, Rue de Seine	   1
In der Vossischen Buchhandlung	   1
Printed for Joseph Mawman ...	   1
Voenno-Topografičeskago Upravleniâ General'nago Štaba	   1
Propilei	   1
Waasan asianajotoimisto	   1
Vaasan asianajotoimisto	   1
Ministerstvo torgovli i promyšlennosti	   1
Möller	   1
V. Berezovskij	   1
Gelʼsingforsskij otděl' Vserossïjskago soûza morâkov' torgovago flota	   1
Sil'berberg'	   1
tipo- i lit. F. Til'gmana	   1
tip. Akc. o-va	   1
[Svenska litteratursällskapet]	   1
Tip. SPB.	   1
tipo-lit. M. P. Frolovoj	   1
Tidnings- & tryckeri	   1
Leon Dekroz'	   1
Tipografìâ G. Lissnera i D. Sobko	   1
[tip. Skačkova]	   1
Tip. 'Finlândskaâ gazeta'	   1
tip. 'Art. žurn.'	   1
tip. Mor. m-va	   1
Voen. tip	   1
Ewerlöf	   1
Drug' naroda	   1
S.-Peterburg'	   1
L. L. Lauren	   1
Kamraten	   1
Heurlin	   1
Ålands Tidnings-Tryckeri	   1
Finlândskaâ gazeta	   1
C. A. Leffler	   1
Lilius i Gercberg'	   1
K. Mattisen'	   1
Tip. Imp. akad. nauk	   1
Imperatorskaâ AkademÏâ nauk	   1
Universal'noe izdatel'stvo	   1
[General'nyj štab']	   1
Tipografìâ Finsk. Literat. Obŝestva	   1
Gidrografičeskij departament' Morskago Ministerstva	   1
Aktiebolaget F. Tilgmann	   1
Akcìonernoe obŝestvo F. Til'gmana	   1
tipo-lit. 'Ènergiâ'	   1
W. Graeff	   1
izd. avtora	   1
redaktionen för Biet	   1
I. I. Vallenìus	   1
tip. Aleksandra Semena	   1
tip. Rûmina i komp.	   1
Litografìâ È. Arigol'da	   1
Kartografičeskoe zavedenìe F. Zlotnikov' i L. Volk'	   1
Hromolitografìâ P. Â. Ivanova	   1
U Krašeninnikova i K.	   1
tip. M.M. Stasûleviča	   1
tip. Akad. nauk	   1
Knižnyj sklad' B. I. Gubinskago	   1
Čertežnaâ Gosudarstvennago Admiraltejskago Departamenta	   1
Tip. P. P. Sojkina	   1
A. F. Devrìena	   1
E. Gerbek	   1
[Glavnoe Gidrografičeskoe Upravlenìe Morskogo Ministerstva]	   1
t-vo I. D. Sytina	   1
Izdanìe A. S. Suvorina	   1
Tipografìâ Imperatorskoj Akademìi Nauk'	   1
Priroda i obŝestvo	   1
Tip. V. Demakova	   1
red. žurn. 'Znanie'	   1
Glavnoe Upravlenìe General'nago Štaba	   1
Lilkus' i Gercberg'	   1
P. P. Sojkin	   1
[Voenno-Topografičeskoe Depo]	   1
A. S. Suvorin'	   1
Mirnyj trud'	   1
Voenno-Topografičeskoe Depo	   1
Tipografìâ Il'marinen'	   1
Litografìâ F. Livendal'	   1
Knigoizdatel'stvo A. E. Vineke	   1
[Pečatano v' Gl. Gidrograf. Upravlenìi Morskogo Ministerstva]	   1
Tip. Golovina	   1
[C. W. Gylden]	   1
Leffler och Sebell	   1
Smith, Elder & Co.	   1
Tip. Imp. Akad. nauk	   1
H. Laupp	   1
Sklad Głowny w Księgarni Spółki Wydawniczej Polskiej	   1
G. V. Èdlund'	   1
[J. A. Palmén]	   1
Vaseniuska Bokhandeln i Distribution	   1
WSOY,;Verner Sëderstrem'	   1
tip. štaba 22 arm. korpusa	   1
V. Kiršbaum	   1
Tipografiâ Imperatorskago Senata	   1
[Finska historiska samfundet]	   1
tip. I.I. Glazunova	   1
Tipo-Litografìâ Â Balânskago	   1
Tipo-Litografìâ S. N. Cěpova	   1
tipografiâ Imperatorskoj Akademìj nauk'	   1
Tipografìâ Glavnago upravlenìâ udělov',;типографія Главнаго управленія удѣеловъ	   1
Sundsvalls tidning	   1
Komissìâ po zavědyvanìû kapitalom' im. gr. S. A. Stroganova	   1
[Wiipurin suomalaisen klassillisen lysein toverikunta]	   1
[Joensuun lyseon toverikunta]	   1
Oulun seudun opettajayhdistys	   1
[Waasan reaalilyseon toverikunta]	   1
Gyldendalske Boghandel, Nordisk Forlag	   1
Tip. T-va p. f. 'Èlektro-Tip. N. Â. Stojkovoj'	   1
Tipografìâ Suvorova	   1
Tip. Izvêstìj ,;Тип. Изве̂стій	   1
P.M.F. Lundberg	   1
Imperatorskaâ akademìâ nauk'	   1
Gleerupska univ.-bokhandeln	   1
Wiborgs roddklubb och Wiborg läns segelförening	   1
Ploompuu	   1
E.K.S. rahwakirjanduse - toimekonna wäljaanne	   1
Simelii arfvingar	   1
Yleinen sanomalehtitoimisto	   1
Nordiska annonsbyrån	   1
[Nordiska annonsbyrån]	   1
G. W. Enlund	   1
J. N. Nyren	   1
K. B. Boströms förlag	   1
[Finska aktiva motståndspartiet]	   1
H. Lamirault	   1
Carl Schneiner	   1
J. G. Cotta	   1
[Vapaa ajatus]	   1
Fischer	   1
Finska telegramsbyråns annonsafdelning	   1
[H. Em. Aspelin] :;Lennart Holmberg, distr.	   1
J. Simelii Arfvingar	   1
[Adolphus Fredricus Kepplerus]	   1
Nu.	   1
J. Lundberg	   1
Plon-Nourrit	   1
Wahlström & Låstbom	   1
Vakuutusosakeyhtiö Kaleva	   1
Wahlström	   1
Kemin uudessa Kirjapainossa	   1
Secreteriat der Gesellschaft	   1
Anna Gros, distr.	   1
Alli Trygg-Helenius	   1
Svenska andelsförl.	   1
Nordblad, distr.	   1
s.l.	   1
Tampereen sokeain yhdistys	   1
Przeglądu Narodowego	   1
s.l.]	   1
K. Werkko	   1
Kampen	   1
Itsenäinen kieltolakiwalitsijayhdistys	   1
Suomen sahateollisuustyöväen liitto	   1
Giard et Brière	   1
Tipografìâ štaba vojsk' gvardìi	   1
Tipografìâ M. M. Stasûleviča	   1
University Press	   1
Siemenroth	   1
Von Veit	   1
Stock	   1
Fritzes, distr.	   1
Akademiska bokförlaget	   1
Van Holkema & Warendorf	   1
Salmonsen	   1
L'Humanité Nouvelle	   1
Humanité nouvelle	   1
Chevalier-Maresqo	   1
Emil Felber	   1
Plon [etc.]	   1
A. Chevalier-Marescq	   1
N. R. af Ursin	   1
Bahn & Waendel	   1
Henri Charles-Lavauzelle	   1
Société Nouvelle	   1
Larose	   1
Harrison and sons	   1
Karlstedts bokhandel, distr.	   1
Russo-Franҁaise	   1
Alcan	   1
Union pour la vérité	   1
Société Belge de librairie	   1
R. Boll	   1
s. n.]	   1
Èrlih'	   1
E. Westrell	   1
Felix Alcan	   1
Beckman	   1
Dalman	   1
Ehrlich	   1
Emil Ebering	   1
Kirchbaum	   1
Cooperative tipografica Manuzio	   1
Helwing	   1
Club des Nationalistes	   1
P. A. Huldbergs bokhandel	   1
Olewiku	   1
[G. O. Holmberg]	   1
Ta-tsien-lu	   1
Savonlinnan ajurien ao.	   1
Joensuun V. P. K.	   1
Tampereen VPK	   1
[Joensuun Kp.-yhdistys]	   1
Perthes & Besser	   1
Carl Fr. Skough	   1
[Barck]	   1
Uusmaalainen ylioppilas-yhdistys	   1
[Finska studentafdelningarnas etnografiska museum],;Finska Litteratur-sällskapets tr.	   1
[Satakuntalainen osakunta]	   1
Nyländska studentafdelningen	   1
[Pohjalainen valtuuskunta]	   1
[Pohjalainen ylioppilaslainarahasto]	   1
[Österbottniska studentlånefonden]	   1
[Varsinais-Suomen suomenmielisten ylioppilaitten yhdistys]	   1
[Länsisuomalainen ylioppilas-osakunta]	   1
J. E. Ahlqvist	   1
Charles Deleen et J. G. Forsgren	   1
Porter & Coates	   1
Wasenius & Komp.	   1
F.H.Morin	   1
G. W. Wilén & Co	   1
G. W. Wilén & Co.	   1
Suomalais-Amer. Kustannusyhtiö	   1
Suom.-amer. Kustannusyhtiö	   1
Lännen Työväen Kustannusyhtiö	   1
Wheeler & Wilson Mfg. Co.	   1
The Finnish Publishing Co.	   1
Oskari Lahti	   1
Joel Björklund & Co.	   1
Suomal. Sosialistinen Kustannusthtiö	   1
[Forstyrelse]	   1
Suomal.-lut. kustannusliike	   1
Suomen metsänhoitolehti	   1
Suomen kirjavarasto	   1
[Suomalainen kansallis-raittius-veljeysseura]	   1
Lännen Tähti	   1
Antisosialistiliitto	   1
Suom. lut. kustannusliike	   1
William Wood & Co.	   1
Wheeler & Wilson Manufacturing Co.	   1
J. C. Frenckel	   1
Suomalais-Evankelis-Lutherilainen Pyhäkoulu-Yhdistys	   1
[Finnish Lutheran Book Concern]	   1
The Michigan Home Colony Company	   1
A. S. pyhäkouluyhdistys	   1
Suomalais-Lutherilainen kustannusliike	   1
Myllymäki & Martell	   1
Dr. Joseph Lister & Co.	   1
Suom.-luteerilainen kustannusliike	   1
Amerikan suomalaisten lasten ja nuorison kirjallisuuden kustannusliike	   1
Työkansa	   1
Daniel Eevonen	   1
[Sara Röyhy]	   1
Sampo Goal Company	   1
Clifford Sifton	   1
[Baltic-South Rangen ev. lut. seurakunta]	   1
German-American Literary Defense Committee	   1
[Finnish-American Mining Co.]	   1
Oscar Lahti	   1
[Duluth, South Shore & Atlantic Railway Co.]	   1
W. Wm. Granlund	   1
Board of Improvement	   1
S. kirjallisuuden seura	   1
Suomen höyrylaiva osakeyhtiö	   1
