original		Count
[18], 504, [12], 538 s.	568	   1
[24], 408, 216, [12] s.	444	   1
[16], 504, [12], 538 s.	566	   1
[24], [1] 2-540, [1] 2-468, [12] s. s.	578	   1
[8], [1] 2-340, [1] 2-248, [1] 2-128, [12] s.	363	   1
[24], [1] 2-540, [1] 2-468, [12] s.	578	   1
[24], 540, [12] 468 s.	576	   1
[24], [1] 2-408, [1] 2-216,  [12] s.	446	   1
[24], [?],432	456	   1
[24], [?], 432, [12] s.	468	   1
[24], [1] 2-432, [1] 2-464, [16] s.	506	   1
[40 a.]	68	   1
[?] l.	50	   1
[34], [1] 2-577, [578-592], [1] 2-332 s.	628	   1
[24], [1] 2-552, [1] 2-490, [491-504] s.	578	   1
[4], [1] 2-573 [574-588], [1] 2-332 s.	594	   1
[24], [1] 2-552, [1] 2-271 372-379 [po. 272-279] [280-300] s.	577	   1
[1-3] 4-25 [26] s. (s. [26] tyhjä)	26	   1
40 s. (s. [39-40] tyhjät)	40	   1
52 s. (s. [52] tyhjä)	104	   1
):(3. [6] s.	6	   1
32, [84] s. +	116	   1
14[:99], [1] s.	1	   1
13, [2] s.	15	   1
[27] s.	27	   1
[2], 118 s.	120	   1
[39] s.	39	   1
[8], 80, [3] s.	91	   1
15 s.	15	   1
848 s.	848	   1
[24], 96 s.	120	   1
[8], 294, [1] s.	303	   1
[112]) s. (s. [112] tyhjä)	112	   1
[1-3], 4-16, 33-40 [po. 17-24], 25-48 s.	48	   1
[10], [1] 2-65 [66] s.	141	   1
[6], [1] 2-53 [54-56] s.	63	   1
[4], [1] 2-56 [57-68] s.	73	   1
[1-6] 7-15 [16] s.	16	   1
[6], [1] 2-44 [45-46] s.	53	   1
61, [3] s.	64	   1
[4], [1] 2-43 [44] s.	91	   1
[i-iii] iv-xxiv s.	24	   1
[8], [1] 2-20 s.	28	   1
[4], [1] 2-48 94 [po. 49] [50-52] s.	57	   1
S. [2], 23-46	26	   1
[4], [1] 2-22	26	   1
[4], 1-20 s.	24	   1
[6], [29] s.	35	   1
[1-5] 6-18 [19-20] s.	20	   1
[4] s., s. [19] 20-74 [75-76]	99	   1
S. [141-142] 143-154	154	   1
[2] s., s. [111] 112-120	122	   1
[4] s., s. 107-130, [2] s.	30	   1
S. [2], 25-32 [?-]	10	   1
[4], [1] 2-11 [12-18] s.	23	   1
[2], 74 s.	76	   1
S. [2], 37-54	20	   1
S. [4] [113] 114-136	140	   1
S. [4], [11] 12-20	24	   1
[4], [1-2] 3-14 s.	18	   1
S. [2], [249] 250-258	260	   1
[2], [1-3] 4-15 [16] s.	18	   1
12, [2] s.	14	   1
[3], [1] 2-20 [21] s. (s. [21] tyhjä)	65	   1
[1-2] 3-14 [15-16] s.	16	   1
[1-4] 5-19 [20] s. (s. [20] tyhjä)	20	   1
[1-2] 3-18 [19-20] s.	20	   1
[1-3] 4-17 [18] s. (s. [18] tyhjä)	18	   1
[1-7] 8-19 [20] s. (s. [20] tyhjä)	20	   1
[1-8] 9-24 s.	24	   1
[6], [1] 2-16 s.	22	   1
[10], [1] 2-30 s.	40	   1
[1-7] 8-48 [49-52] s.	52	   1
[1-5] 6-24 s.	24	   1
[4], [1] 2-30 s., [1] kuvalehti taitettuna	39	   1
[1-4] 5-32 [-?] s.	32	   1
[8], [1-3] 4-47 [48-50] s. (s. [49-50] tyhjät)	58	   1
[6], [1] 2-19 [20] s. (s. [20] tyhjä)	65	   1
[8], [1] 2-34 [35-36] s.	45	   1
[4], [1] 2-47 [48] s.	99	   1
[4], [1-3] 4-14 s.	18	   1
[8], [1-2] 3-33 [34-36] s.	44	   1
S. [4], [31] 32-73 [74]	151	   1
[8], [1] 2-29 [30-32] s.	41	   1
[1] 2-32 s.	32	   1
S. [4], 53-68	20	   1
[12], 26, [2] s.	40	   1
[8], [1] 2-40 [41-42] s.	51	   1
[10], [1] 2-39 [40-42] s.	53	   1
[12], [1] 2-41 [42-48] s.	61	   1
[8], [1] 2-38 s.	46	   1
[6], [1] 2-33 [34] s.	73	   1
[8], 32, [4] s.	44	   1
[8], [1] 2-79 [80] s.	167	   1
[8], [1] 2-29 [30-32] s. (s. [32] tyhjä)	73	   1
[2], [1] 2-37 [38] s. (s. [38] tyhjä)	115	   1
[4], [1] 2-28 [29-32] s. (s. [32] tyhjä)	69	   1
[6], [1] 2-52 [53-56] s.	63	   1
[6], 42, [4] s.	52	   1
[6], [1] 2-56 [57-60] s.	67	   1
[6], [1] 2-17 [18]	41	   1
[8], [1] 2-21 [22-26] s.	35	   1
S. [6], 589-738	156	   1
S. [2], 229-280	54	   1
[6] s., s. 179-228	56	   1
[10], 70 s.	80	   1
[1-6] 6 [po. 7] 8-28 s.	28	   1
[4], [1] 2-30 [31-32] s. (s. [32] tyhjä)	69	   1
[2] s., s. [19]-42	26	   1
[1-3] 4-13 13 [po. 14] s.	14	   1
S. [4], 35-70	40	   1
[6], [1] 2-43 [44-46] s.	53	   1
S. [2], 21-32	14	   1
[2], [1] 2-16.	18	   1
[4], 1-29 [30-32] s.	36	   1
[4], 1-4, 1-20 s.	24	   1
[4] [1-2] 3-72 [73-76] s.	80	   1
[6], [1] 2-31 [32-34] s.	41	   1
[4], 1-14 [15-16] s.	20	   1
[6], [1] 2-56 [57-58] s.	65	   1
[2], 117, [1] s.	120	   1
[12], 94 s.	106	   1
[1-5] 6-24 [25-26] s.	26	   1
S. [8], [45] 46-84	92	   1
VIII s.	8	   1
):(4. [8] s.	50	   1
[1-7] 8-46 [47-48] s.	48	   1
1 arkkimerkitön lehti, A8 B6. 15 lehteä, s. [2], [1] 2-28	35	   1
)(4. [8] s.	50	   1
A-D8 E6. 38 lehteä, s. [1-3] 4-75 [76]	76	   1
)(4. [8] s.	10	   1
[49 s.	49	   1
A-B4. [16] s.	16	   1
)(4 2)(2. [12] s.	10	   1
[(] s.	4	   1
A-C4. 12 numeroimatonta lehteä	10	   1
S. [129]-130 [po. 140]	12	   1
2 (alakkain asetettavaa) lehteä (versot tyhjät)	4	   1
2 (alakkain asetettavaa) lehteä (versot tyhjät)	NA	   1
[2], [1] 2-44 [45-60] s.	63	   1
[2], [1] 7 [po. 2] 3-6 2 [po. 7] 8-35 [36] s.	8	   1
[1-2] 4 [po. 3] 4-24 s.	24	   1
[2], [1] 2-19 [20] s.	41	   1
[2], [1] 2-54 s.	56	   1
[8], [1] 2-60 s.	68	   1
[1-5] 6-23 [24] s. (s. [24] tyhjä)	24	   1
[6], 71, [1] s.	78	   1
[10], 1-58 s.	68	   1
[1-3] 4-16 33-51 [52] s.	52	   1
[1-3] 4-51 [51]-52 [po. 52-53] 54-65 [66-72] s. (s. [72] tyhjä)	72	   1
[2], [1] 2-58 [59-72] s.	75	   1
[4], [1] 2-160 s.	164	   1
[2], 1-37 [1] s.	39	   1
S. [2], 50-70, [6]	29	   1
S. 7-26.	20	   1
[1-5] 6-128 s.	128	   1
[2], [1] 2-15 [16] s. (s. [16] tyhjä)	49	   1
[4], [1] 2-31 [32-40] s.	45	   1
[4], 80 s.	84	   1
30, [2]	32	   1
[1-3], 4-13 [14-16] s.	16	   1
[22], [1] 2-48 s.	70	   1
79, [1] s.	80	   1
[4], [1] 2-54 [55-74] s.	79	   1
[4], 43, [5] s.	52	   1
[4], [1] 2-39 [40-60] s.	65	   1
[4], 56 s.	60	   1
[4], [1] 2-43 [44-56] s.	61	   1
[16], [1] 2-64 s.	80	   1
[4], [1] 2-48, [49-56] s.	61	   1
[2], 120 s.	122	   1
[8], 46, 12, [10] s.	64	   1
[5], 39 [po. 40], 9, [6] s.	60	   1
[4], 88 [po. 52] s.	56	   1
26, [2] s.	28	   1
[1-3] 4-75 [76] s.	76	   1
[4], 240 s.	244	   1
[1-5] 6-46 [47-52] s.	52	   1
[16], [1] 2-61 [62] s. (s. [62] tyhjä)	201	   1
[2], [1] 3-56 [57-64] s.	67	   1
[14], [1] 2-28 s.	42	   1
[4], [1] 2-62 s.	66	   1
[10], [1] 2-112 s.	122	   1
[1-3] 4-146 s.	146	   1
[10], [1] 2-248 [249-254] s.	265	   1
[22], [1] 2-366, [1-74]	389	   1
[1-4] 5-14, [1] 2-34 s.	35	   1
[4], [1] 2-59 [60] s. (s. [60] tyhjä)	183	   1
72, [2] s.	74	   1
[17 po. 116] s.	116	   1
12, [6] s.	18	   1
[2], [1] 2-96 s.	98	   1
[24], 368, [16] s.	408	   1
[1] 2-254 [255-256] s.	257	   1
[1-3] 4-36 [37] 38-40 s.	77	   1
[6], [1] 2-35 [36], 1-170 [171-172] 171-304 [po. 173-306] [307-316] s.	359	   1
[4], [1]-47 [48] s.	52	   1
[4], [1] 2-59 [60] s.	123	   1
[6], [1] 2-78 s.	84	   1
[2], [1] 2-158 [159-174] s.	177	   1
[4], [1] 2-136 [137-152] s.	157	   1
1-48 s.	48	   1
[4], [1] 2-150 [151-152] s. (s. [152] tyhjä)	309	   1
[1-3] 4-30 [31-32] s.	32	   1
[1-3] 4-146 [147-148] s.	148	   1
[1-7] 8-32, [I-III] IV-CXXVI, [2], [1-2] 3-219 [220] s.	222	   1
[1-7] 8-19 [20], [I-III] IV-XXXIV, [2], [1] 2-164 s.	218	   1
[1-5] 6-15 [16] s., XLIII kuval.	102	   1
[1] 2-16[-?] s.	17	   1
[38], [1] 2-280 s.	318	   1
[2], [1]-250, [251-274] s.	276	   1
[4], [I]-XVI, [1] 2-189 [190-192] s.	197	   1
[1-9] 10-64 s.	64	   1
[2], [1] 2-39 [40] s. (s. [40] tyhjä)	121	   1
[1-3] 4-151 [152] s. (s. [152] tyhjä)	152	   1
[1] 2-15 [16] s. (s. [16] tyhjä)	47	   1
[1-2] 3-28 [29-32] s.	32	   1
[16], [1] 2-304 [307] 308-333 [334] s.	991	   1
[8], [1-3] 4-107, [108] s.	223	   1
[1-7] 8-24 s.	24	   1
[14], [1] 2-72 s.	86	   1
[1-5] 6-31 [32] s. (s. [32] tyhjä)	32	   1
[2], 99, [60] s.	161	   1
47, [1] s.	48	   1
[1-3] 4-344 s.	344	   1
[1-2] 3-15 7 [po. 16] s.	16	   1
[1-2] 3-26 s.	26	   1
[16], [1] 2-594 [595-612] s.	629	   1
[16], [1] 2-478 [479-480] s.	497	   1
[40], [1] 2-374 [375-396] s.	437	   1
[1-2] 3-9 [10] s.	10	   1
[16], [1] 2-111 [112] s. (s. [112] tyhjä)	351	   1
[1-3] 4-55 [56] s. (s. [56] tyhjä)	56	   1
77, [1] s.	78	   1
[1-3] 4-167 [168] s.	168	   1
[1-9] 10-23 [24] (s. [24] tyhjä)	24	   1
[1-6] 7-64 [63-64] s. (s. [63-64] tyhjät)	64	   1
[10], [1] 2-16, [2] s.	28	   1
[4], [12] s.	16	   1
[2], [1] 2-88 s.	90	   1
[2], [1] 2-138 s.	140	   1
[2], [1] 2-100 [101-102] s. (s. [102] tyhjä)	207	   1
[2], [1] 2-80 [81-82] s. (s. [82] tyhjä)	167	   1
[2], 52, [2] s.	56	   1
[2], [1] 2-[10] s.	12	   1
[4], [1] 2-35 [36] s. (s. [36] tyhjä)	111	   1
[4], [1] 2-34 s.	38	   1
[i-v] vi-vii [viii], [1] 2-35 [36] s.	80	   1
[i-iii] iv-xv [xvi] s. (s. [xvi] tyhjä)	1	   1
[1-3] 4-1096 s.	1096	   1
Arkit: [36], [1] 2-1168 s.	1204	   1
[1-2] 3-43 [44] s. (s. 44 tyhjä)	44	   1
[1-3] 4-51 [52] s.	52	   1
[1-9] 10-43 [44] s.	44	   1
[1-2] 3-120 s.	120	   1
[1-2] 3-108 s.	108	   1
[i-ii] iii-v [vi] [7] 8-29 [30-32] s.	45	   1
[4], [1] 2-147 [148] s.	299	   1
[12], 147, [1] s.	160	   1
[1-3] 4-22 [23-24] s. (s. [23-24] tyhjät)	24	   1
[2], [1-5] 6-306 s.	308	   1
[2], [1-3] 4-68 [73-75] 76-180 [181-183] 184-236 [237-239] 240-298 [299-301] 302-329 [330-333] 334-442 s.	444	   1
[2], [1-3] 4-88 [89-91] 92-202 [203-205] 206-226 [227-229] 230-381 [382-385] 386-410 [411-415] 416-487 [488] s. ; useita sivunumerointivirheitä	490	   1
[4], [1] 2-58 [59-61] 62-90 [91-93] 94-140 [141-143] 144-194 [195-197] 198-322 [323-325] 326-358 [359-361] 362-449 [450] s. (s. [450] tyhjä)	1354	   1
[2], [1-3] 4-88 [89-91] 92-118 [119-121] 122-247 [po. 246] [247-249] 250-399 [400-403] 404-520 s.	522	   1
[1-3] 4-46 [47-48] s. (s. [47-48] tyhjät)	48	   1
[4], 17, [1]	22	   1
[1] 2-9 [10] s. (s. [10] tyhjä)	29	   1
[4], [1] 2-60 s.	64	   1
[2], [1] 2-150, [151-154] s. (s. [154] tyhjä)	311	   1
[2], [1] 2-155 [156] s.	313	   1
[2], [1] 2-23 [24] s. (s. [24] tyhjä)	73	   1
[2], [1]-26 s.	28	   1
[1-3] 4-28 [29-32] s.	32	   1
[12], [1] 2-100 s.	112	   1
[10], [3] 4-262 s.	272	   1
[4], [1] 2-41 [42-44] s.	49	   1
[16], [1] 2-87 76 [po. 88] s.	104	   1
[2], [1] 2-252 [253-254], [2], [3] 4-23 [24] s.	286	   1
[2], [1] 2-308 s.	310	   1
S. [4], 397-666 [667-668] s. (s. [667-668] tyhjät)	672	   1
[8], [1] 2-396 s.	404	   1
S. [8], 301-666 [667-668] (s. [668] tyhjä)	676	   1
[8], [1] 2-300 s.	308	   1
[2], 909-1387 [1388] s.	1390	   1
S. [2], 605-908	306	   1
S. [2], 235-604	372	   1
[140], [1] 2-1176, [6], [1] 2-355 366 [po. 356] s., frontispiisi	1324	   1
[8], [1] 2-688 s.	696	   1
[12], [1] 2-716 s.	728	   1
[6], [1] 2-858 s.	864	   1
[8], [1] 2-536 s.	544	   1
[8], [1] 2-644 665-668 [po. 645-648] s.	12	   1
[144], 1192, [6], 366 s., [3] kuvalehteä	1348	   1
[134], [1] 2-724, 1-456, [6], [1] 2-352 s.	866	   1
[4], [1] 2-70 s.	74	   1
S. [34], [315] 316-662 [663-688]	1037	   1
[34], [1] 2-314 [315-318] s.	353	   1
[6], [1] 2-76 [77-78] s.	85	   1
[1-3] 4-95 [96] s. (s. [96] tyhjä)	96	   1
[4], [1] 2-434 453 [po. 435] [436-444] s.	449	   1
[1-8] 9-148 [149-150] s.	150	   1
[1-8] 9-192 s.	192	   1
[2], [1] 2-115 [116] s. (s. [116] tyhjä)	349	   1
[1-7] 8-157 [158-160] s. (s. [158-160] tyhjät)	160	   1
[2], [1] 2-82, [83-94] s.	97	   1
[6], 1-92 82 [po. 93] 94-96 s.	102	   1
[1-4] 5-110 s. (s. [111-112] tyhjät)	112	   1
[1-3] 4-50 s.	50	   1
[2], 1-162, [163-164] s. (s. [164] tyhjä)	166	   1
160, [3] s.	163	   1
[2], [1] 2-140 s.	142	   1
[1-3] 4-35 [36] s.	36	   1
[21 po. 12] s.	12	   1
[2], [1] 2-18	20	   1
[2], 312 s.	314	   1
50, [2] s.	52	   1
[8], [1] 2-260 s.	268	   1
[4], [1] 2-280 [281-284]	289	   1
[4], LX, 537, [3] s.	604	   1
[20], 271, [12] s.	303	   1
XXIV, [4], 68 s.	96	   1
XXIV, [4], 216 s.	244	   1
XXIV, [4], 184 s.	212	   1
[16], [1] 2-142 142-157 [po. 143-158] s., [8] kuvalehteä	48	   1
[12], 116 s.	128	   1
[20], 112, [36] s.	168	   1
[20], [1] 2-111 [112-148] s.	169	   1
[16], 120 s.	136	   1
[8], [1-3] 4-648 s.	656	   1
[4], [1-3] 4-592	596	   1
[22], [1-3] 4-568 s.	590	   1
[i-iii] iv, [1] 2-423 [424-432] s.	437	   1
[i-iii] iv-xii, [1] 2-414 s.	424	   1
[12], 1-240 [241-248] s.	260	   1
[16], [1] 2-223 [224] s.	463	   1
[2], [1] 2-538 [539-552] s.	555	   1
[2], [1] 2-526, [527-548] s.	551	   1
[24], [1] 2-484 [485-504] s.	529	   1
[48], [1] 2-648 s.	696	   1
XX, 372, [4] s.	396	   1
[2], [1] 2-37 [38-42] s. (s. [42] tyhjä)	87	   1
[4], 2-34 s.	37	   1
[6], [1] 2-238 s.	244	   1
[32], [1]-309 [310] s.	342	   1
[28], 1-391, [392-416] s.	444	   1
[2], [i] ii-iv 5-178 [179-180] s. (s. [180] tyhjä)	182	   1
[1] 2-24 s.	24	   1
[72], 479, [1] s.	552	   1
8 s. 8:o.	60	   1
[1-3] 4-20 [21-24] s.	24	   1
[1-3] 4-92 s.	92	   1
[20], 203, [33] s.	256	   1
[6], 277, [53] s.	336	   1
[4], [1] 2-164 s.	168	   1
170, [1] s.	171	   1
[24], 360 s.	384	   1
[1] 2-64 s.	64	   1
[2?], [1] 2-118 s.	120	   1
[1] 2-95 [96] s.	191	   1
[1] 2-26[-?] s.	27	   1
[6], [1] 2-149 [150] s. (s. [150] tyhjä)	455	   1
[2], [1] 2-240 s.	242	   1
[116-?] s.	116	   1
[1] 2-6 s.	6	   1
[24], 567, [1] s.	592	   1
[8], 217, [1] s.	226	   1
[8], 239, [1] s.	248	   1
[i-iii] iv-viii s., [1-2] 3-1668 [1669-1676] p.	1676	   1
[16], [1]-93 [94-96] s.	112	   1
[8], [1]-109 [110-112] s. (s. [110-112] tyhjät)	120	   1
[16], [1] 2-132 s.	148	   1
[10], [1] 2-83 [84] s.	177	   1
[2], [I] II-XVI, [1] 2-149 [150] s.	317	   1
[1-4] 5-90 [91-92] s.	92	   1
[16], [1] 2-176 [177-178] s. (s. [178 tyhjä)	373	   1
[2], 1-109 [110-122] s.	124	   1
[1-9] 10-383 [384] s. (s. [384] tyhjä)	384	   1
[1-3] 4-220 421 [po. 221] [222-224] s. (s. [22] tyhjä)	224	   1
60 [1-3] 4-120 s.	120	   1
[1-3] 4-304 129-224 [po. 305-400] s.	96	   1
[6], [1] 2-169 70 [po. 170] 171-208 s.	214	   1
[2], 1-54, I-LXXX s.	136	   1
[1-3] 4-127 127 [po. 128] 129-276 s.	276	   1
[2], 116 s.	118	   1
[1-2] 3-116 [117-118]	118	   1
[8], 110, [2] s.	120	   1
[6], 105, [1] s.	112	   1
[1-3] 4-76, [1] 2-16 s.	77	   1
[75], [8] s.	83	   1
[1-2] 3-119 [120]	120	   1
[4], [1] 2-175 [176] (s. [176] tyhjä)	531	   1
[60] s. (s. [60] tyhjä)	60	   1
[43], [1-5] 6-102 [103-113] s.	156	   1
[43], [1] 2-3 [4] 5-101 [102-113] s.	161	   1
[43], [1] 2 [3-5] 6-102 [104-113] s.	157	   1
[43], 103, [10] s.	156	   1
[43], [1] 2-103 [104-113?] s.	157	   1
[43], [1] 2 [3-5] 4-103 [104-113] s.	157	   1
[43], [1] 2-3 [4-5] 6-103 [104-113] s.	157	   1
[1-7], 8-144 s.	144	   1
[114?] s.	114	   1
[42], 103, [11] s.	156	   1
[42], [1] 2-102 102 [po. 103] [104-114] s.	157	   1
[42], [1] 2-103 [104-112] s.	155	   1
[1-3] 4-167 [168] s. (s. [168] tyhjä)	168	   1
[1-3] 4-94 s.	94	   1
[1-3] 4-94 [95-96] s. (s. [96] tyhjä)	96	   1
[10], [1] 2-213 [214-217] s.	228	   1
[1-4] 5-64 s.	64	   1
[192] s.	192	   1
[1-4] 5-201 [202-204] s.	204	   1
[1-3] 4-83 [84] s.	84	   1
[1-7] 8-72 s.	72	   1
[1-7] 8-78 [79-80] s. (s. [79] tyhjä)	80	   1
[2], [1-7] 8-78 s.	80	   1
[126] s. (s. [126] tyhjä)	126	   1
[2], [1-3] 4-152 s.	154	   1
[2], [1] 2-340 [po. 540] [541-574] s.	577	   1
[1] 2-4 s.	4	   1
[16], [1] 2-127 [128] s.	271	   1
[4], [1] 2-92 9 [po. 93] 96-95 [po. 94-95] 69 [po. 96] 97-108 s.	113	   1
[1-3] 4-140 [141-144] s. (s. [141-144] tyhjät)	144	   1
[8], [1] 2-457 [458-464] s.	473	   1
[8], [1] 2-112 111-174 [po. 113-176] 173-183 [po. 177-187] 186-190 [po. 188-192] 193-616 [617-624] s.	633	   1
[12], 447, [5] s.	464	   1
[12], 436 [po.448], [4] s.	464	   1
[22], 452 s.	474	   1
[16], 112 s.	128	   1
102 s.	102	   1
[16], [1] 2-270 [271-272] s., kuparipiirrosnimiö, [65] kuvalehteä	358	   1
[2], [1] 2-74 85-134 [po. 75-124] s.	52	   1
[1-3] 4-162 s.	162	   1
[1-5] 6-96 s.	96	   1
[1-6] 7-188 s.	188	   1
[16], [1] 2-348, [1-3] 4-202, [4], [1] 2-144, [1] 2-34 [35-112] s.	371	   1
[4], [I] II-XXVIII, [1] 2-560 [561-562] s.	595	   1
[12], [1] 2-410, [1-3] 4-268 [269-356] s.	423	   1
[12], 427, [3] s.	442	   1
[55] s.	55	   1
[1-3] 4-196 s.	196	   1
[2], [1-3] 4-131 [132] s. (s. [132] tyhjä)	134	   1
[2], 1-156 s.	158	   1
71, XXXI, 13 s.	102	   1
[1-3] 4-159 [160] s.	160	   1
[2], [i] ii-iii [iv], [2], [1] 2-32 s.	40	   1
53, [3] s.	56	   1
[15], 63 s.	78	   1
[16], 63 s.	79	   1
[6], 130 s.	136	   1
[24], 210, [12] s.	246	   1
[2], 812, [76] s.	890	   1
[2], 72, [1] s.	75	   1
S. 105-255, [1] s.	152	   1
[12], 166 s.	178	   1
398, [2] s.	400	   1
[16], [40], [1] 2-522 [523-532] s.	589	   1
[1-3] 4-48, [1] 2-47 [48] s.	97	   1
[1-3] 4-343 [344-348] s.	348	   1
[1-3] 4-225 [226-228] s.	228	   1
[1-3] 4-67 [68-72] s.	72	   1
[1-3] 4-126 s.	126	   1
[2], 126 s.	128	   1
[92], 84 s.	176	   1
[?+2], [1] 2-244 [245-246] s.	249	   1
[22], [1] 2-85 [86] s. (s. [86] tyhjä)	279	   1
[12], 112 [po. 114], [6] s.	132	   1
[1-5] 6-76 s.	76	   1
101 [2], [1] 2-200 s.	203	   1
121, [7] s.	128	   1
[1-3] 4-124 [125-128] s.	128	   1
[1-3] 4-174 s.	174	   1
[1-3] 4-428 [429-432] s.	432	   1
[6], [1-2] 3-226 s.	232	   1
[4], 272 s.	276	   1
[1-10] 11-60 s.	60	   1
60 s.	60	   1
[1-11] 12-68 s.	68	   1
34, [6] s.	40	   1
[1-4] 5-32 s.	32	   1
[1-3] 4-42 [43-48] s. (s. [43-48] tyhjät)	48	   1
[1] 2-17 [18] s. (s. [18 tyhjä)	53	   1
[8], [1] 2-64 s.	72	   1
[1-11]12-22[23-24]s.	24	   1
[8], [1] 2-256 273-655 [po. 257-639] [640] s.	1031	   1
[1-3] 4-26 20 [po. 27] [28] s.	55	   1
[1-9], 10-198 [po. 193] [194-200] s.	200	   1
[8], [1] 2-198 [199-204] s.	213	   1
[8], [1] 2-276 [277-284] s.	293	   1
[1-3] 4-98 s.	98	   1
[1-3] 4-87 [88-96] s.	96	   1
[2], [1] 2-11 14-30 [po. 12-28] [29-30] s. (s. [29-30] tyhjät)	32	   1
[1-17] 18-111 [112] s.	112	   1
[1-2] 3-47 84 [po. 48] 59-250 [po. 49-240] s.	240	   1
[1-2] 3-47 58-250 [po. 48-240] s.	193	   1
[1-2] 3-45 56-250 [po. 46-240]	195	   1
[4], [1] 2-124	128	   1
[20], [1] 2-412	432	   1
[24], [1] 2-428 s.	452	   1
[24], 428 s.	452	   1
[8], [1] 2-244 s.	252	   1
[6] (8?), [1] 2-244 [245-246] s.	253	   1
[14], [1] 2-170 s.	184	   1
[4], 372, [2] s.	378	   1
[1-5] 6-120 s.	120	   1
[1-3] 4-136 s.	136	   1
[2], [1] 2-32 31 [po. 33] [34] s.	69	   1
[4], [1] 2-184 s.	188	   1
[1-2] 3-186, [187-190] s.	190	   1
[12], [1] 2-249 [250-252] s.	265	   1
[1-5] 9 [po. 6] 7-84 s.	84	   1
[16], [1] 2-93 [94-96] s.	113	   1
[16], [1] 2-77 [78-96] s.	113	   1
[16], [1] 2-170 [171-176] s.	193	   1
[16], [1] 2-168 s.	184	   1
[40], [1] 2-72 s.	112	   1
[16], 210, [6] s.	232	   1
[2], 262, [8] s.	272	   1
[8], [1-3] 4-[139-143] 144-248 s.	256	   1
[1-2] 3-516, [517-544] s.	544	   1
516, [28] s.	544	   1
[12], 240 s.	252	   1
[8], [1] 2-186 [187-188] s.	197	   1
[12], [1] 2-96 95-112 [po. 97-114] [115-120] s.	132	   1
[32] [1] 2-40 s.	72	   1
93, [15] s.	108	   1
124, [4] s.	128	   1
[1-13] 14-192 195-201 [po. 193-199] [200] s.	207	   1
[16], [1] 2-192. s.	208	   1
[1-12] 13-78 [79-80] s.	80	   1
[1-13] 14-78 [79-80] s. (s. [80] tyhjä)	80	   1
[1-9] 10-295 [296] s.	296	   1
[1-3] 4-86 [87-88] s.	88	   1
[1-5] 6-80 s.	80	   1
[1-3] 4-164 s.	164	   1
[1-3] 4-182 s.	182	   1
[4], [1] 2-140 s.	144	   1
[1-5] 6-168 s.	168	   1
[1] 2-192 s.	192	   1
[1] 2-249 249-251 [po. 250-252] s.	3	   1
[2], [1] 2-168 s.	170	   1
[2], [1] 2-416 117-120 [po. 417-420] s.	6	   1
[1-2] 3-18	18	   1
1 arkintunnukseton lehti, A-C2 D1. [16] s.	16	   1
[6], [1] 2-106, [107-108] s.	115	   1
[28] s. (s. [18] tyhjä)	28	   1
[8] s. (s. 2 tyhjä)	4	   1
[4] s., s. 49-60	16	   1
[2] s., s. 37-48	14	   1
[2] s., s. 23-33, [1] s.	14	   1
[1-2] 3-16 [16] s.	16	   1
[6], [1] 2-29 [30] s.	65	   1
[6], [1] 2-35 [36] s.	77	   1
[4], 50 s.	54	   1
[8], [1] 2-37 39-40 [po. 38-39] [40] s.	50	   1
[4] s., s. [35]-55, [1] s.	26	   1
S. [49-50] 51-66	66	   1
S. [25]-47, [1] s.	24	   1
[4], 21, [7] s.	32	   1
[6], 38	44	   1
[1] 2-22 [23-24] s.	25	   1
[2] s., s. 113-128	18	   1
S. [23]-38	16	   1
[1], 7 s.	8	   1
[6], [1] 2-19 [20-22] s.	29	   1
[12], 23, [3] s.	38	   1
[4], [1] 2-29 [30] s.	63	   1
[10], 48, [2] s.	60	   1
[6], 55, [1] s.	62	   1
[6], 54 s.	60	   1
[8], [1] 2-24 [25-26] s.	35	   1
[12], 92, [2] s.	106	   1
[22], [1] 2-66 s.	88	   1
[4], [1] 2-21 [22] s.	47	   1
[4] s., s. [51]-104 s.	58	   1
[8], 50 s.	58	   1
[4], [1] 2-39 [40] s.	83	   1
[12], [1] 2-17 [18-20] s.	33	   1
[4] s., s. [37]-68	36	   1
[8], 43, [1] s.	52	   1
[2], 36, [2] s.	40	   1
[1] 2-20 s.	20	   1
[6], 27 [1] s.	6	   1
[6], [1] 2-57 [58] s.	121	   1
[10], [1] 2-32 [33-34] s.	45	   1
[12], 72, [4] s.	88	   1
[2] s., s. [23] 24-31 [32]	65	   1
[4] s., s. [28]-44, [1] s.	22	   1
[12], 59, [3] s., [1] kuvalehti	76	   1
[12] s., s. [25]-50	38	   1
[6], 23, [5] s.	34	   1
[6], 56, [2] s.	64	   1
[8], 84, [4] s.	96	   1
[7] s., s. [27]-77	58	   1
[4], 52, [3] s.	59	   1
[8], [1] 2-55 [56] s.	119	   1
[1], [1] 2-30 s.	31	   1
[6], 54, [2] s.	62	   1
[4] s., s. [41] 42-84	88	   1
[2], [1] 2-28 [29-30] s.	33	   1
[12], 103, [5] s.	120	   1
[8], 50, [6] s.	64	   1
[8], 92, [4] s. .	104	   1
[6], [1] 2-34 [35-40] s.	47	   1
[12], 74, [2] s.	88	   1
[16], 82, [6] s.	104	   1
[8], 47, [5] s.	60	   1
[10], [1] 2-19 [20-22] s.	33	   1
[10] s., s. 45-106 [107-110]	120	   1
[8], [1] 2-48 [49-56] s.	65	   1
