"","publisher","n"
"4024"," apud Andream Biörckman, Regiae Univ. typogr",1
"4025"," apud E. M. Flodström, Reg. Acad. typogr",1
"4026"," apud Hans",1
"4027"," apud J. Laurent. Wallium",1
"4028"," apud J. Wal",1
"4029"," apud J.L. Wallium",1
"4030"," apud Jo. L, Wallium",1
"4031"," apud Jo. Laur. Wall",1
"4032"," apud Jo. Laurent, Wallium",1
"4033"," apud Jo. Laurenti Wallium",1
"4034"," apud Jo. Laurentii Wallium, Reg. univ. typogr",1
"4035"," apud Joh. L. Walilum[!], A. t",1
"4036"," apud Joh. L. Wall",1
"4037"," apud Joh. L. Wallium A. t",1
"4038"," apud Joh. L. Wallium, A.t",1
"4039"," apud Joh. L. Wallium, Acad. typogr",1
"4040"," apud Joh. L. Wallium, Regiae Univ. ib. typogr",1
"4041"," apud Joh. L. Wallium, Regiae Univ. ibid. typogr",1
"4042"," apud Joh. L. Wallium, a. t",1
"4043"," apud Joh. Laur. Wallium, A. t",1
"4044"," apud Joh. Laurenti Wallium, A. t",1
"4045"," apud Joh. Laurentii Wal",1
"4046"," apud Joh. Wallium, Acad. typogr",1
"4047"," apud Joh. Wallium, U. t",1
"4048"," apud Johan: Laurenti Wallium, A. t",1
"4049"," apud Johan: Wallium, Reg. Univ. typogr",1
"4050"," apud Johannem L. Wallium a. t",1
"4051"," apud Johannem L. Wallium, Reg. Univ. ibid. typogr",1
"4052"," apud Johannem L. Wallium, Regiae Univ. ib. typogr",1
"4053"," apud Johannem L. Wallium, Regiae Univ. ibid. typogr",1
"4054"," apud Johannem Laur. Wallium, A. t",1
"4055"," apud Johannem Laur: Wallium, A. t",1
"4056"," apud Johannem Laurenti Wallium, Regiae Acad. typogr",1
"4057"," apud Johannem Laurentii Wallium, Regiae Univers. ibid. typogr",1
"4058"," apud Johannem Wallium, Reg. Acad. typogr",1
"4059"," apud Johannem Wallium, Reg. Univ. ib. typo",1
"4060"," apud Johannem Wallium, Reg. Univ. ib. typogr",1
"4061"," apud Johannem Wallium, Reg. Univ. ibid. typogr",1
"4062"," apud Johannem Wallium, Regiae univ. typogr",1
"4063"," apud Johannem Winter, Reg. typog",1
"4064"," apud Laurentii Wallium",1
"4065"," apud typ. Univ. Joh. Kiämpe",1
"4066"," apud. Jo. L. Wallium",1
"4067"," apud. Joh. L. Wallium, A. t",1
"4068"," apud. Joh. Laurent. Wallium",1
"4069"," apud. Joh. Laurent. Wallium, A. t",1
"4070"," apud. Joh. Laurentii Wallium",1
"4071"," apud. Joh. Wallium, A. t",1
"4072"," apud. Johannem L. Wallium, R. U. t",1
"4073"," apud. Johannem Laurentii Wallium, A. t",1
"4074"," apud. Johannem Wallium",1
"4075"," apud. v. Hans. Acad. typogr",1
"4076"," a` Joh. Waldio, Reg. Univ. Aboe¨ns. typograph",1
"4077"," a^ J. Waldio, A. t",1
"4078"," a^ Joh. Waldio, A. t",1
"4079"," a^ Joh. Waldio, Reg. Univ. Aboe¨ns. typogr",1
"4080"," a^ Joh. Wallio",1
"4081"," a^ Joh. Wallio, Reg. Univ. ib. typogr",1
"4082"," a^ Johanne L. Wallio, A. t",1
"4083"," a^ Johanne Laur. Wallio, U. t",1
"4084"," cum Reg. Acad. litt",1
"4085"," r. a. typ. E. Flodström",1
"4086"," typ. univ. Joh. Kiämpe",1
"4087","& impensis Johannis Christophori Frenckell",1
"4088","& sumptibus Ignatii Meureri",1
"4089","& typgor. Reg. Magn. duc. Finland. Jacob. Merckell",1
"4090","& typog. reg. mag. duc. Finland. Jacob Merckell",1
"4091","& typogr. Reg Magn. duc. Finland. Jacob. Merckell",1
"4092","& typogr. Reg. Mag. Duc. Finland. Jacob Merckell",1
"4093","& typogr. magn. duc. Finland Jacob Merckell",1
"4094","& typogr. magn. duc. Finland. Jacob",1
"4095","& typogr. reg. m. duc. Finland. Jacob Merckell",1
"4096","& typogr. reg. magn. duc. Finland. Jaccob Merckell",1
"4097","A",1
"4098","A. A. Bäckström",1
"4099","A. A. Levenson",1
"4100","A. A. Lindfors tryckeri",1
"4101","A. A. Niskala",1
"4102","A. Aavikko",1
"4103","A. Airaksisen kirjapaino",1
"4104","A. B. Ateneum i distr",1
"4105","A. B. Herman Lindell",1
"4106","A. B. Merkurius",1
"4107","A. B. Novella",1
"4108","A. B. Systema",1
"4109","A. B. Varias boktryckeri",1
"4110","A. Berner",1
"4111","A. Bärlund",1
"4112","A. C. Londicerildä",1
"4113","A. Cedergren",1
"4114","A. Cedervaller poikineen :;Clouberg",1
"4115","A. Cederwaller",1
"4116","A. Cederwallerin kirja-painosta",1
"4117","A. Chevalier-Marescq",1
"4118","A. Christiansen",1
"4119","A. Deichert",1
"4120","A. Deichert Nachf",1
"4121","A. Deichert'sche Verlagsbuchhandlung Nachf",1
"4122","A. Dressel",1
"4123","A. E. Landgren",1
"4124","A. E. Lindegren",1
"4125","A. E. Modeenin kustannuksella",1
"4126","A. E. Nordenskiöld",1
"4127","A. E. Rongain",1
"4128","A. E. Roni",1
"4129","A. E. Sundberg",1
"4130","A. E`. Vineke",1
"4131","A. F. Devri`ena",1
"4132","A. F. Marks",1
"4133","A. F. Rose, Kongl. acad. boktryckare",1
"4134","A. F. Schu¨tz",1
"4135","A. G. Väänäsen kp",1
"4136","A. G. Weilin",1
"4137","A. G. Wäänänen",1
"4138","A. Gustavo Morelli",1
"4139","A. Haapanen",1
"4140","A. Halonen",1
"4141","A. Hartleben's Verlag",1
"4142","A. Hartlebens Verlag",1
"4143","A. Helenius förlag",1
"4144","A. Hirchwald",1
"4145","A. I. Nordström",1
"4146","A. J. Frosterus",1
"4147","A. J. Nordstöm",1
"4148","A. Janssen",1
"4149","A. Johansson",1
"4150","A. Jokinen & K:i",1
"4151","A. K",1
"4152","A. Karell'in kp",1
"4153","A. Kare´n",1
"4154","A. Kaustell",1
"4155","A. Kronman",1
"4156","A. Krook",1
"4157","A. Kurth",1
"4158","A. Kärkkäinen",1
"4159","A. Lagerbom",1
"4160","A. Lagergre´en",1
"4161","A. Lempinen",1
"4162","A. Lilius",1
"4163","A. Liljeström",1
"4164","A. Lille",1
"4165","A. Lindegren",1
"4166","A. Lundström",1
"4167","A. Manninen ja Fr. Ahlqvist  :;J.W. Savander",1
"4168","A. Manninen ja Fr. Ahlqvist :;Edlund",1
"4169","A. Manninen ja Fr. Ahlqvist :;Rosenius ja Sesemann",1
"4170","A. Manninen ja Fr. Ahlqvist :;Suomentaja",1
"4171","A. Mannisen perill, ja Fr. Ahlqvist :;Aschan",1
"4172","A. Mannisen perill. :;Fr. Ahlqvist",1
"4173","A. Mantere [jakaja",1
"4174","A. Mäkinen",1
"4175","A. Måsbäck",1
"4176","A. N. Winell",1
"4177","A. O. Törnudd",1
"4178","A. Oksanen",1
"4179","A. Palander",1
"4180","A. Pethman",1
"4181","A. Pichler's Witwe & Sohn",1
"4182","A. R. Wellroos",1
"4183","A. Ramstedt",1
"4184","A. Rauhamaa",1
"4185","A. Runehjelm",1
"4186","A. S. Suvorin",1
"4187","A. S. pyhäkouluyhdistys",1
"4188","A. Schauman",1
"4189","A. Sixtus Lindholm",1
"4190","A. Svedberg",1
"4191","A. Söderlund",1
"4192","A. T. Öhman",1
"4193","A. Taride",1
"4194","A. Tavaststjerna, distr",1
"4195","A. Tavaststjerna, jakaja",1
"4196","A. Terwo",1
"4197","A. Torwinen",1
"4198","A. Töpelmann",1
"4199","A. V. Carlsson",1
"4200","A. V. Havela",1
"4201","A. V. Ruusuvaara",1
"4202","A. Val'ter', A^. Rapa i ko. ;;Akademiska bokhandeln",1
"4203","A. W. Gröndahl",1
"4204","A. W. Gröndahl & A. C. Öhman",1
"4205","A. W. Gröndahl & A. C. Öhman, förläggare",1
"4206","A. W. Gröndahls boktryckeri",1
"4207","A. W. Johansson",1
"4208","A. W. Kaskinen",1
"4209","A. Wuorinen",1
"4210","A. o. gel'singforskoj central'noj tipografi`i",1
"4211","A.-B. Ekmans förlagsexpedition",1
"4212","A.-B. G. Arvidsson O.-Y",1
"4213","A.-B. Hasse W. Tullberg",1
"4214","A.E. Rongainen ja Fr. Ahlqvist :;C. Marelius",1
"4215","A.F. Tanner",1
"4216","A.N. Winell         ",1
"4217","Aakkos yhdistys",1
"4218","Aalto",1
"4219","Aalto-raittiusseura",1
"4220","Aarne Pietinen",1
"4221","Aaron Gustavus Borg",1
"4222","Ab Politiken",1
"4223","Ab Victor Hoving oy",1
"4224","Ab. Habereger, G. & A. C. btr",1
"4225","Ab. Systema oy",1
"4226","Abo boktryckeri Aktiebolag",1
"4227","Aboksk. tipograf. i gazetnoe akcionernoe obs",1
"4228","Abr. Habereger, Gub, och Ac. Car. boktr",1
"4229","Abrah. Habereger, Ac. Car. typ",1
"4230","Abskoe tipografskoe i gezetnoe akc. obs",1
"4231","Absoluta Nykterhetsföreningen i Ekenäs",1
"4232","Acad. apud Viduam Petri Waldz",1
"4233","Acad. typogr",1
"4234","Academiae Imperialis scientiarum",1
"4235","Academiae exscriptus",1
"4236","Academicis",1
"4237","Academicis Reg. univ. typ. Joh. Kiaempe",1
"4238","Acade´mie des Sciences de St. Pe´tersbourg",1
"4239","Acricola Kustannus-o.y",1
"4240","Ad. Bergman",1
"4241","Ad. Fr. Raam",1
"4242","Adam and Charles Black",1
"4243","Administration, Åbo tryckeri och tidningsaktiebolag",1
"4244","Admiraltejskaa^ Kollegi¨a",1
"4245","Adolf Allardt",1
"4246","Adolf Ecksteins Verlag",1
"4247","Adolf Edvard Rongain ja Carl Johan Marelius",1
"4248","Adolf Edward Rongain ja Carl Johan Moberg",1
"4249","Adolf Gumerus, distr",1
"4250","Adolf Johnson",1
"4251","Adolf Nylund",1
"4252","Adolph Allardt",1
"4253","Adolphus Edvardus Arppe",1
"4254","Adolphus Fredricus Kepplerus",1
"4255","Adolphvs Edvardvs Arppe",1
"4256","Aeschill. M. Acad. typog",1
"4257","Aeschillus Matthiae",1
"4258","Aftonbladet & Dagen",1
"4259","Aftonposten",1
"4260","Afvelsföreningen för Ayrshireboskap i Finland",1
"4261","Agricola kustannus",1
"4262","Agricola o.y. [Jakaja",1
"4263","Agrikultur-ekonomiska försöksanstalten i Finland",1
"4264","Agrikultur-ekonomiska försöksanstalten i Finland, utg",1
"4265","Agrikulturekonomiska försöksanstaltens i Finland afdelning för växtkultur",1
"4266","Agrikulturwissenschaftliche Gesellschaft in Finland",1
"4267","Agronominen Yhdistys",1
"4268","Agronominen yhdistys",1
"4269","Agronoominen yhdistys",1
"4270","Ahlqvist",1
"4271","Aignar Lajos Bizoma´nya",1
"4272","Aikain Vartija Förlags A.-B",1
"4273","Aikain Wartija Förlagsaktiebolag",1
"4274","Aikain Wartijan kustannus",1
"4275","Aikain vartijan kustannus",1
"4276","Aikain wartija",1
"4277","Aikakauskirja Spiritisti",1
"4278","Aikakauslehti Spiritisti",1
"4279","Airisto segelsällskap",1
"4280","Akaan kunnallis- ja köyhäinhoitohallitus",1
"4281","Akad. bokh., i distr",1
"4282","Akademia Nauk",1
"4283","Akademiska  bokhandeln",1
"4284","Akademiska Bokhandel [Distr",1
"4285","Akademiska Bokhandel, jakaja",1
"4286","Akademiska Bokhandeln, jakaja :;[Tekijä",1
"4287","Akademiska bokförlaget",1
"4288","Akademiska bokhandeln, i distribution",1
"4289","Akademiska bokhandeln, jakaja",1
"4290","Akademiska sångföreningen",1
"4291","Akademi`a^ Nauk",1
"4292","Akademi`a^ nauk'          ",1
"4293","Akademsika Bokhandeln, jakaja",1
"4294","Akateemisten vapaaehtoisten lähetysliitto",1
"4295","Akc. obs^. gagnesski¨j kniz<U+030C>nyj magazin",1
"4296","Akci`onernoe obs^estvo",1
"4297","Akci`onernoe obs^estvo F. Til'gmana",1
"4298","Akkanen",1
"4299","Aksel Andersin",1
"4300","Aksel Schultz",1
"4301","Akseli Kaino",1
"4302","Akseli Kivialho oy",1
"4303","Akseli Oinola",1
"4304","Akseli Rauhamaa",1
"4305","Akseli Skutnabb",1
"4306","Aktiebolaget 'Finlands djurskydd o. djurvårds' förlag, n:o 3",1
"4307","Aktiebolaget Brändö villastad",1
"4308","Aktiebolaget F. Tilgmann",1
"4309","Aktiebolaget Finlandia",1
"4310","Aktiebolaget Sandvikens Skeppsdocka",1
"4311","Aktiebolaget Varias boktryckeri",1
"4312","Aktiebolaget Walkiakoski",1
"4313","Aktiengesellschaftsdruckerei",1
"4314","Alarik Hernberg",1
"4315","Alava",1
"4316","Alb. Gammermeyers Boghandel",1
"4317","Albert Alm",1
"4318","Albert Messein",1
"4319","Albertvs Ingman",1
"4320","Albin Eklundin kirjakauppa",1
"4321","Albin Finander",1
"4322","Alcan",1
"4323","Alden",1
"4324","Aleksander Ramstedt",1
"4325","Aleksanteri Grönberg",1
"4326","Aleksanteri Kasurinen",1
"4327","Alex Halosen kustannusliike",1
"4328","Alex Lundström",1
"4329","Alex. F. Lindberg, distr",1
"4330","Alex. Hintze",1
"4331","Alex. Lundström :;Centraltryckeriet, jakaja",1
"4332","Alex. Lundström, distr",1
"4333","Alexander Carlenius",1
"4334","Alexander Ernestus Bode´n",1
"4335","Alexander Ferdinand Borenius",1
"4336","Alexander Fred. Laurell",1
"4337","Alexander Fredric. Laurell",1
"4338","Alexander Fredricus Laurell",1
"4339","Alexander Ruuth",1
"4340","Alexanders Universitetet",1
"4341","Alexanders universitet",1
"4342","Alexanders-universitet",1
"4343","Alf. Bärlund",1
"4344","Alf. Hölder",1
"4345","Alfred  Janssen",1
"4346","Alfred  Lagerbom",1
"4347","Alfred Lagerblom",1
"4348","Alfred Lagerbom, jakaja",1
"4349","Alfred Lagerbomin jaett",1
"4350","Alfred Lagerholm",1
"4351","Alfredus Wacklin",1
"4352","Alle´n",1
"4353","Alli Trygg",1
"4354","Alli Trygg-Helenius",1
"4355","Allmänna Brandkårsförbundet",1
"4356","Allmänna brandkårsförbundet i Finland",1
"4357","Alm",1
"4358","Almqvist & Wiksell, distr",1
"4359","Almqvist & Wiksell, jakaja",1
"4360","Almqvist & Wiksells boktryckeri :;[Lundequistska bokhandeln (i distribution",1
"4361","Alopaeus :;Hämeen Sanomain osake-yhtiö",1
"4362","Alston Rivers",1
"4363","Alumni Association of the Michigan college of mining and technology",1
"4364","American Unitarian Association",1
"4365","Ameriikan suom. Sos. kustannusliikkeet",1
"4366","Amerikan S.S. järjestö",1
"4367","Amerikan Suomalainen Kirjallisuuden Seura",1
"4368","Amerikan Suomalainen kirjallisuuden seura",1
"4369","Amerikan suom. sos. kustannusyhtiöt",1
"4370","Amerikan suom. teosofinen kustannusliike",1
"4371","Amerikan suomalainen kirjallisuuden seura",1
"4372","Amerikan suomalainen lasten ja nuorison kirjallisuuden kustannusliike",1
"4373","Amerikan suomalainen musiikki-yhdistys",1
"4374","Amerikan suomalainen teosofinen kustannusliike",1
"4375","Amerikan suomalaisen raittiusliiton väliaikainen keskustoimikunta",1
"4376","Amerikan suomalaiset sosialistiset kustannusyhtiöt",1
"4377","Amerikan suomalaisten lasten ja nuorison kirjallisuuden kustannusliike",1
"4378","Amerikan yhd. suom.sos.kustannusyhtiöt",1
"4379","Amerikan yhdist. suomalaiset sosialistiset kustannusyhtiöt",1
"4380","Amund Lauritzan poialda",1
"4381","Amund Lauritzenpoialda",1
"4382","Amundi Lauritzan Poialda",1
"4383","Amundi Lauritzan Poialta",1
"4384","Amundi Lauritzan Poika",1
"4385","Amundi Lauritzen Poialda",1
"4386","Amundt Lauritzan poialda",1
"4387","Amu^d Lauritzen poijalda",1
"4388","And. Biörckman, Kongl. Acad. boktr. i Åbo",1
"4389","And. Biörkman, Kongl. acad. boktr. i Åbo",1
"4390","And. Biörkmanni, Reg. Acad. Aboe¨nsis typogr",1
"4391","And. Herm. Georg. Carger",1
"4392","And. Laurelio, Kongl. gymn. booktr",1
"4393","And. Laureliuo, Kongl. gymn. boktr",1
"4394","And. Laurelius, Coll. Reg. typogr",1
"4395","And: Biörckman kongl. acad. boktr",1
"4396","And: Biörckman, Kongl: acad: bokt",1
"4397","And: Biörckman, Kongl: acad: boktr",1
"4398","Andelslaget Kirjapainotaito",1
"4399","Andelslaget Varuboden",1
"4400","Andelssmörexportaffären Valio",1
"4401","Anders Biörckman",1
"4402","Anders Biörkman, Kongl. Acad. boktr. i Åbo",1
"4403","Anders Herman Chydenius",1
"4404","Anders J. Nordström",1
"4405","Anders Jac. Nordström. Finnes til salu i Utters boklålda midt emot Lazaretts-Lotteri-Contoiret i Stora Kyrko-Brinken",1
"4406","Anders Jacobs. Nordström",1
"4407","Anders Torstensson",1
"4408","Andr. Biörckman, kongl. acad. boktr. i Åbo",1
"4409","Andr. Biörkman",1
"4410","Andr. Björkman, Kongl. acad. boktryckare i Åbo",1
"4411","Andr. Björkman, Kongl. academ. boktryckare i Åbo",1
"4412","Andr. Fred. Høst & Søns Forlag",1
"4413","Andr. Fred. Høst & søns",1
"4414","Andr. Fredr. Høst & Søn",1
"4415","Andreae Biörkmanni, Reg. Acad. typogr. Aboae",1
"4416","Andreas Biörckm",1
"4417","Andreas Biörkman, Kongl. Acad. boktr.  Åbo",1
"4418","Andreas Biörkman, Kongl. Acad. boktr. i Åbo",1
"4419","Andreas Cajander",1
"4420","Andreas Ericus Johannes Ehrström",1
"4421","Andreas Ferdinandus Thoreld",1
"4422","Andreas Guttervitz",1
"4423","Andreas Helander",1
"4424","Andreas Iohannes Ericvs Ehrström",1
"4425","Andrew Ojala",1
"4426","Angelniemen kunta",1
"4427","Angelo Usigli Editore",1
"4428","Anna Gros, distr",1
"4429","Anna Kristina Charlotta Edelheim",1
"4430","Anna Kurimo",1
"4431","Annonsbyrån Hermes",1
"4432","Antellin valtuuskunta, julkaisija",1
"4433","Antellska delegationen",1
"4434","Antero Taivalkoski",1
"4435","Antisosialistiliitto",1
"4436","Anton Gabriel Dahl",1
"4437","Anton Lilius",1
"4438","Anton Lindberg",1
"4439","Anton Wakkuri",1
"4440","Antonius Alfthan",1
"4441","Antonius Lindh",1
"4442","Antrean kirkonkylän nuorisoseura",1
"4443","Antron Strauss",1
"4444","Antroposofiskt Sällskap",1
"4445","Antti Hautalan kp",1
"4446","Antti J. Muikku",1
"4447","Antti Jalava",1
"4448","Antti Kallio",1
"4449","Antti Maunula",1
"4450","Antti Mikkola",1
"4451","Anundianis",1
"4452","Anundinis",1
"4453","Apu-yhtiö",1
"4454","Apud autorem cum privilegio annorum viginti et apud Petrum Mariette via Iacobaea sub signo spei",1
"4455","Apud. Carolum. Stolpe",1
"4456","Arbetare- och nykterhetsorgan för Södra Finland",1
"4457","Arbetets Vänner i Vasa",1
"4458","Arbetets vänner",1
"4459","Argeologinen toimisto",1
"4460","Arkeolooginen toimisto",1
"4461","Arkki",1
"4462","Arkkit. Jac. Ahrenberg",1
"4463","Armas Aavikko",1
"4464","Arminius Julius Withander",1
"4465","Arne Cederholm",1
"4466","Aron Gustavus Borg",1
"4467","Aron Isakoff",1
"4468","Arppe",1
"4469","Art. Institut Orell Fu¨ssli",1
"4470","Arthus Bertrand",1
"4471","Arti Grafiche Vicentine",1
"4472","Artur Sundholm",1
"4473","Arvid Genetz",1
"4474","Arvid Neovius",1
"4475","Arvo",1
"4476","Arwi Hällfors",1
"4477","Aschan & Comp",1
"4478","Aschan :;Wile´n",1
"4479","Ascher & co",1
"4480","Asikkalan kunnalislautakunta",1
"4481","Asverus Kröger",1
"4482","Ateneum, distr",1
"4483","Ateneumin kirjakauppa",1
"4484","Athenaeum",1
"4485","Atte Mantere",1
"4486","Aug. Deubner",1
"4487","Aug. Eklöf",1
"4488","Aug. Fabritius",1
"4489","Aug. Ferdin. Strandberg",1
"4490","Aug. Harald ja Gust. Bergroth :;Suomentaja",1
"4491","Aug. Mattsson",1
"4492","Aug. Rietz",1
"4493","August Busch'i Kirjastus",1
"4494","August Busch'i kirjastus",1
"4495","August Fave´n",1
"4496","August Hagman",1
"4497","August Holmberg",1
"4498","August Julius Linse´n",1
"4499","August Kauhanen",1
"4500","August Nisula",1
"4501","August Nordström",1
"4502","August Westrup",1
"4503","Augustana Library",1
"4504","Augustus Guilielmus Frosterus",1
"4505","Augustus Julius Linse´n",1
"4506","Augustus Lindfors",1
"4507","Augustus Magnus Lilius",1
"4508","Augustus Schauman",1
"4509","Aura lehden osakeyhtiö",1
"4510","Aura-lehden osakeyhtiö",1
"4511","Auran uusi yhtiö",1
"4512","Aurora Kock",1
"4513","Aurora-Seura",1
"4514","Aus dem Physiologischen Institut der Universität Bern",1
"4515","Avenarius und Mendelssohn",1
"4516","Axel Adolf Laurell",1
"4517","Axel Berndtson",1
"4518","Axel J. Andsten :;Joh. Gust. Wikeström, jakaja",1
"4519","Axel Juncker",1
"4520","Axel Paul",1
"4521","Axel Rindell",1
"4522","Axel Stenforss",1
"4523","Axel Söderlund, utg",1
"4524","Axel Wilhelm Sohlström",1
"4525","Axel. R. Spoof",1
"4526","Axelius Fredricus Granfelt",1
"4527","Axelius Gvilielmus Lilienstrand",1
"4528","Az Athenaeum irod. e´s nyomdai r.-t. kiada´sa",1
"4529","A^. Grot",1
"4530","B. A",1
"4531","B. Boxström",1
"4532","B. H. Ljunggren",1
"4533","B. Nicolai Wankifwii",1
"4534","B. Salmi",1
"4535","B. [...]nkivii",1
"4536","Badhuskomite´n",1
"4537","Bagge",1
"4538","Bahn & Waendel",1
"4539","Baillie`re",1
"4540","Baltic-South Rangen ev. lut. seurakunta",1
"4541","Barck :;Tekijä",1
"4542","Bard, Marquardt & Co",1
"4543","Barnbördshuset i Tammerfors",1
"4544","Barnskyddsföreningen i Åbo",1
"4545","Barrie & son",1
"4546","Bartholomäus Ghotan",1
"4547","Beckman",1
"4548","Beijer ;;[Edlund",1
"4549","Beijers förlag",1
"4550","Belarusskoe addz., Ce`ntrvydavu narodaij CCCP",1
"4551","Belgian avustusrahasto",1
"4552","Benj. G. Schneider",1
"4553","Benj. Gottl. Schneiders änckia",1
"4554","Benjamin Frosterus",1
"4555","Bensow",1
"4556","Bentley",1
"4557","Bergdahl :;Wile´n",1
"4558","Bergstrand",1
"4559","Bernhardus Wilhelmus Brunou",1
"4560","Betelin seurakunnallinen nuorisopiiri Turussa",1
"4561","Bibel-Sällskapets Boktryckeri",1
"4562","Bibelsällskapet",1
"4563","Bibliothe`que Royale de Stockholm",1
"4564","Biet-lehden toimitus",1
"4565","Birz<U+030C>evye Ve<U+030C>domosti",1
"4566","Biörckegrens enka",1
"4567","Biörkmans enckia",1
"4568","Björn Schauman",1
"4569","Björneborgs F. B. K",1
"4570","Björneborgs folkbibliotek",1
"4571","Björneborgs nya bokhandel, distr",1
"4572","Björneborgs stad",1
"4573","Björneborgs tidning",1
"4574","Blanco Lunos",1
"4575","Blom & Ekroth",1
"4576","Board of Improvement",1
"4577","Boeke´e",1
"4578","Boe¨tius Hagen",1
"4579","Bokförlaget Wellamo",1
"4580","Bokhandelstidning för Finland",1
"4581","Boktryckeriet Sana",1
"4582","Boldt",1
"4583","Bolman ja Karlsson",1
"4584","Boman ja Karsson",1
"4585","Bonsdorff",1
"4586","Borgå Folkhögskolas elevförbund",1
"4587","Borgå Museiföreningen",1
"4588","Borgå folkhögskola",1
