"","publisher","n"
"1669","Henr. C. Merckellildä, Cun. Maj. kirj. pränt. suuren ruht. maasa Suom",1
"1670","Henr. C. Merckellildä, Cuning: Maj: kirjan prant. [sic] suures ruht. maasa Suomesa",1
"1671","Henr. C. Merckellildä, Cuningall. Maij:tin kirjan präntt",1
"1672","Henr. C. Merckellildä, cnningal. [!] kirjan-pränt",1
"1673","Henr. C. Merckellildä, cun. kirj. präntäj. Turusa",1
"1674","Henr. C. Merckellildä, cuningal. kirjan-pränt. suures ruhtinan maasa Suomesa",1
"1675","Henr. C. Merckellin cuningall. kirj. präntt. tykönä",1
"1676","Henr. C. Merckellin tykönä kuningalinen kirjan präntäjiä sures ruhtinan maasa Suomes",1
"1677","Henr. C. Merckellin tykönä, cuningallisen kirjan präntäjän suures ruhtinan maasa Suomes",1
"1678","Henr. C. Merckellin, cuningall. kirjan präntt. tykönä",1
"1679","Henr. Chr. Merckellin, cuning:sen kirj. präntäj. tykönä",1
"1680","Henr. Christ. Merckelildä, cuning. kirjan präntäjäldä",1
"1681","Henr. Christop. Merckell kongl. boktr. uthi Åbo",1
"1682","Henr. Christoph Merckelildä, cuningal. kirjan pränt",1
"1683","Henr. Christoph [!] Merckelild[...] cuningal. kirjan pränt",1
"1684","Henr. Christoph. Merckell, kongl. boktr. i stor furstend. Finland",1
"1685","Henr. Christoph. Merckell, kongl. boktr. i stor-furstend. Finland",1
"1686","Henr. Christoph. Merckell, kongl. boktr. i stor-furstendömet Finland",1
"1687","Henr. Christoph. Merckell, kongl. boktryckiare",1
"1688","Henr. Christoph. Merckell, reg. typogr",1
"1689","Henr. Fougt",1
"1690","Henr. Fougt, R. K. W. O. Kongl. boktryckare",1
"1691","Henr. Fougt, huset n:o 104. på Stora Nygatan",1
"1692","Henr. Fougt, riddare af Kongl. Wasa Orden och kongl. boktryckare",1
"1693","Henr. Keisarilda",1
"1694","Henr. Merckell, reg. typogr",1
"1695","Henric Christoffer Merckell",1
"1696","Henric Fougt",1
"1697","Henric. Christoph. Merckell, reg. typogr",1
"1698","Henrich C. Merckell, kongl. booktr. och finnes hoos honom till kiöps",1
"1699","Henrich Christoph Merckelildä, Cuning. Maij:tin kirjain pränttäjä",1
"1700","Henrich Keisarilda Cuningalisen May: ja Upsalan acad. kirjain präntäjäldä",1
"1701","Henrich Keisarilda, Cuningall: Majest: ja Ups: acad: präntäjäldä",1
"1702","Henrich Keysarilda cuningaliselda kirjanpräntäjäldä",1
"1703","Henrich Keysarin waiwal ja culutuxel präntäis Frideman Heistädt",1
"1704","Henrich Keyser Kongl. m:tz och Acad. booktr",1
"1705","Henrich Keyser den yngre kl. Acad. boktryckiare",1
"1706","Henrich Keyser den yngre, kongl. academie booktryckare",1
"1707","Henrich Keyser kongl. acad. booktryckiare",1
"1708","Henrich Keyser, Kongl. M.tz och Academiae booktryckare",1
"1709","Henrich Keyser, Kongl. M.tz. och Acad. booktr",1
"1710","Henrich Keyser, Kongl. acad. booktryckiare",1
"1711","Henrich Keyser, Kongl. m.tz och Academiae booktryckiare",1
"1712","Henrich Keyser, Kongl. m:tz och Acad. boktr",1
"1713","Henrich Keyser, Kongl. m:tz och Acad. booktryckiare",1
"1714","Henrich Keyser, Kongl. m:tz och Academiae booktryckiare",1
"1715","Henrich Keyser, Kongl. may:tz och Acad. boktryckiare",1
"1716","Henrich Keyser, Kongl. may:tz och Academiae booktryckiare",1
"1717","Henrich Keyser, Kongl. may:tz och Ups. Acad. boktr",1
"1718","Henrich Keyser, kongl. bokt",1
"1719","Henrich Keyser, kongl. booktryckare",1
"1720","Henrich Keyser, kongl. may:tz och Acad. bookt",1
"1721","Henrici Keyser",1
"1722","Henrici Keysers jun. R. Acad. typogr",1
"1723","Henrici Westphali, gymnasij typographi",1
"1724","Henrick Keijsarilda, kuningalijsen ja Acad. kirjanpräntäjäldä",1
"1725","Henricus Caesar",1
"1726","Henricus Keyser",1
"1727","Henrik A. Nordström",1
"1728","Henrik And. Nordström",1
"1729","Henrik Fougt, r. af K. W. O. och k. boktryckare",1
"1730","Henrik Keyser",1
"1731","Herman Arn. Moeller, Kongl. gymn. privileg. boktryckare",1
"1732","Hermanni Arnoldi Moelleri, regii gymnasii typographi",1
"1733","Holmerus",1
"1734","Holmeruxen präntisä",1
"1735","Höjer",1
"1736","Höjerianis",1
"1737","Hörberg",1
"1738","I. Covens et C. Mortens",1
"1739","I. H. Eckhardt, Reg. Acad. typogr",1
"1740","Iacobi Lucij",1
"1741","Ianssonianis",1
"1742","Ign. Meur. tykönä",1
"1743","Ignati[us] Meurerild",1
"1744","Ignati` Meurer",1
"1745","Ignatii Meurer",1
"1746","Ignatius Meurerin culucuxell",1
"1747","Ignatius Meurerin tykönä",1
"1748","Ignatius Meurerin. waiwal ja culutuxel",1
"1749","Ignatius Meurerus",1
"1750","Imperatorskaa^ akademi`a^ nayk",1
"1751","Imprimerie royale",1
"1752","In Verlegung Martin Hallervorden, Buchhändlern zu Köningsberg in Preussen. Gedruckt bey Johann Andreä",1
"1753","In der C. Weigel-Schneider'schen Kunst- und Buchhandlung von Nu¨rnberg",1
"1754","In der C. Weigel-Schneider'schen Kunst- und Buchhandlung von Nu¨rnberg",1
"1755","In der Vossischen Buchhandlung",1
"1756","In officina Frenckelliana",1
"1757","Io. Iac. Adleri, seren. princ. & Acad. typogr",1
"1758","Io. Kiaempe Reg. Acad. typogr",1
"1759","Io. Wall",1
"1760","Ioann. Christ. Dieterich",1
"1761","Iobi Wilhelmi Fincelii",1
"1762","Ioh. Georg Probst",1
"1763","Iohan Billingsley",1
"1764","Iohan Brendeken kongl. Acad. boktryckiare",1
"1765","Iohan Brendeken, Kongl: Acad: boktryckiare",1
"1766","Iohan Brendeken, kongl. booktr",1
"1767","Iohan Christofer Merckell",1
"1768","Iohan Köhler, Kongl. May:tz priviligerade stadz-boktryckiare",1
"1769","Iohan Köhler, kongl. may:ts allernådigst privilegerade booktryckiare i Narva",1
"1770","Iohan L. Wall, Acad. booktr",1
"1771","Iohan Wald, Acad. typogr",1
"1772","Iohan Wald, Academiae booktr",1
"1773","Iohan Wald, academ. booktryckiare",1
"1774","Iohan Winter, cuning. booktr",1
"1775","Iohan Winter, kong. booktr",1
"1776","Iohan Winter, kongl. bokt",1
"1777","Iohan Winterildä, cuningal: kirjan präntäjäldä",1
"1778","Iohan. Christopher Merckell",1
"1779","Iohann Brendeken, Acad. booktr",1
"1780","Iohannis Iacobi Adleri, seren. ducis Aul. et Acad. typographi",1
"1781","Iohannis Matthaei",1
"1782","Iverseldä",1
"1783","Iversen",1
"1784","J. A. Ru¨diger",1
"1785","J. Brendeken",1
"1786","J. C. Brendeken",1
"1787","J. C. Frencell",1
"1788","J. C. Frenckelildä",1
"1789","J. C. Frenckell & filius",1
"1790","J. C. Frenckell I ja II",1
"1791","J. C. Frenckell, Kgl. Acad. boktr",1
"1792","J. C. Frenckell, Kgl. ac. boktr",1
"1793","J. C. Frenckell, Kongl. Acad. boktr",1
"1794","J. C. Frenckell, R. Acad. typogr",1
"1795","J. C. Frenckell, för auktors räkning, och på dess egen bekostnad",1
"1796","J. C. Frenckell, leski",1
"1797","J. C. Frenckellilldä",1
"1798","J. C. Frenckellin tygönä",1
"1799","J. C. Frenckells enka",1
"1800","J. C. Frenckells enka, år",1
"1801","J. C. Merckell",1
"1802","J. Ch. Holmberg",1
"1803","J. G. Eberdt",1
"1804","J. H. Eckhardt, Kongl. acad. boktryckare",1
"1805","J. H. Werner kongl. boktr",1
"1806","J. H. Werner, S:ae R:ae M:tis & Upsal. Academiae typogr",1
"1807","J. H. Werners enkia",1
"1808","J. Henr. Werner",1
"1809","J. J. Köhlerin leski",1
"1810","J. Janssonius",1
"1811","J. Kiaempe",1
"1812","J. L. Horrn, Kongl. Ant. Arch. boktr",1
"1813","J. Medelp",1
"1814","J. Merckell tai J. C.Frenckell",1
"1815","J. Merckell wainajan pränti",1
"1816","J. Merckelli wainajan präntisä",1
"1817","J. Oosterwyk",1
"1818","J. P. Lindhilda",1
"1819","J. R. Thiele",1
"1820","J. Rodwell, and A. Arch",1
"1821","J. Vogel",1
"1822","J. Wal",1
"1823","J.C. Frenckell",1
"1824","J.C. Frenckellin tykönä",1
"1825","Jac. Merckellin wainan präntisä",1
"1826","Jacob Johan Köhlerildä",1
"1827","Jacobi Jegeri, Academ. typographi",1
"1828","Jacobus Johannes Amnell",1
"1829","Jak. Juteini",1
"1830","Jo. Wallilda",1
"1831","Joachimi Pedani",1
"1832","Joachimi Pedani Acad. typ",1
"1833","Joachimi Pedani, Acad. typogr",1
"1834","Joann. Christian. Dietrich",1
"1835","Joannes Janssonius & Henricus Hondius",1
"1836","Jodochi Wilhelmi Kohlesii",1
"1837","Joh Christoph. Frenckell, Reg. Acad. typogr",1
"1838","Joh Edman, kongl. Acad. boktr",1
"1839","Joh Kiaempe, Kongl. acad. boktr",1
"1840","Joh Kiämpe, Kongl. acad. boktr",1
"1841","Joh [sic] Kiämpe Kongl. acad. boktr",1
"1842","Joh [sic] Kiämpildä, Cuningal. acad. kirjanpräntäjäldä",1
"1843","Joh- [!] Kiämpe Kongl. Acad. boktr",1
"1844","Joh- [!] Kiämpe Reg. Acad- [!] typogr",1
"1845","Joh- [sic] Kiämpe Kongl. Acad. bokt",1
"1846","Joh. Benj. Blume, 1769. På egen bekostnad",1
"1847","Joh. Benj. Blume. Efter begäran och tryckt exemplar ifrån Stockholm",1
"1848","Joh. Brendeken, Acad. typograph",1
"1849","Joh. C. Erenckell [sic], R. Acad. typogr",1
"1850","Joh. C. Frenckell. På öfversättarens förlag",1
"1851","Joh. C. Frenckellin tygönä",1
"1852","Joh. Ch. Frenckell et fil",1
"1853","Joh. Ch. Frenckell, på egen bekostnad",1
"1854","Joh. Ch. Frenckellin kirjanprändisä",1
"1855","Joh. Chr. Frenckellildä",1
"1856","Joh. Chr. Frenckellin tykönä",1
"1857","Joh. Chr. Homlberg [sic",1
"1858","Joh. Christ. Frenckell, K. Acad. boktr",1
"1859","Joh. Christ. Frenckell, Reg. Acad. typogr",1
"1860","Joh. Christ. Frenckellille",1
"1861","Joh. Christ. Frenckellin tykönä",1
"1862","Joh. Christoph. Freckellildä [sic",1
"1863","Joh. Christoph. Frenckel",1
"1864","Joh. Christoph. Frenckell & filii",1
"1865","Joh. Christoph. Frenckell & son",1
"1866","Joh. Christoph. Frenckell, Kgl. Ac. boktr",1
"1867","Joh. Christoph. Frenckell, Kgl. Acad. boktr",1
"1868","Joh. Christoph. Frenckell, Kgl. adac. boktr",1
"1869","Joh. Christoph. Frenckell, Kongl. Acad. boktr",1
"1870","Joh. Christoph. Frenckell, Kongl. acad. boktr",1
"1871","Joh. Christoph. Frenckell, R. Acad. typ",1
"1872","Joh. Christoph. Frenckell, R. Acad. typogr",1
"1873","Joh. Christoph. Frenckell, Reg Acad. typogr",1
"1874","Joh. Christophor. Frenckell",1
"1875","Joh. Edman, & Acad. typogr",1
"1876","Joh. Edman, Kongl. Acad. boktryckare",1
"1877","Joh. Edman, Reg. Acad. typogr",1
"1878","Joh. Edman, et Acad. typogr",1
"1879","Joh. Edman, et Reg. Acad. typogr",1
"1880","Joh. Ernesti Kallmeyeri",1
"1881","Joh. G. Eberdt",1
"1882","Joh. Georg Eberdt",1
"1883","Joh. Georg. Lange",1
"1884","Joh. H. Werner, kongl. boktr",1
"1885","Joh. Henr. Werner",1
"1886","Joh. Kaempe, Kongl. acad. boktr",1
"1887","Joh. Kaempe, Reg. Acad typ",1
"1888","Joh. Kaempildä, Cuning. acad. kirjan präntäjäldä",1
"1889","Joh. Kiaempe Kongl. Acad. boktr",1
"1890","Joh. Kiaempe R. A. typ",1
"1891","Joh. Kiaempe Reg. Acad. typ",1
"1892","Joh. Kiaempe Reg. Acad. typogr",1
"1893","Joh. Kiaempe Reg. acad. typogr",1
"1894","Joh. Kiaempe reg. Ac. typ",1
"1895","Joh. Kiaempe, Kongl. acad. typogr",1
"1896","Joh. Kiaempe, Reg. Ac, typ",1
"1897","Joh. Kiaempe, Reg. Ac, typogr",1
"1898","Joh. Kiaempe, Reg. Ac. typogr",1
"1899","Joh. Kiaempe, Reg. Acad typ",1
"1900","Joh. Kiaempe, Reg. Acad. typgr",1
"1901","Joh. Kiaempe, Reg. Univers. typogr",1
"1902","Joh. Kiaempe, reg. Acad. typogr",1
"1903","Joh. Kiaempe. Reg. Acad. typ",1
"1904","Joh. Kiaempeldä, Cuning. acad. kirjan präntäjäldä",1
"1905","Joh. Kiaempildä",1
"1906","Joh. Kiaempildä, Cuning. acad. kirjan präntäjäldä",1
"1907","Joh. Kiaempildä, cuning. Acad. kirjan präntäjäldä",1
"1908","Joh. Kiampe, Acad",1
"1909","Joh. Kiampe, Reg. Ac. typogr",1
"1910","Joh. Kiampe, Reg. Aca d. [sic] typ",1
"1911","Joh. Kiämpe Acad. typogr",1
"1912","Joh. Kiämpe Kongl. Ac. boktr",1
"1913","Joh. Kiämpe Kongl. Accad. [sic] boktr",1
"1914","Joh. Kiämpe Kongl. ac. boktr",1
"1915","Joh. Kiämpe Kongl. acad. boktryckare",1
"1916","Joh. Kiämpe R. Acad. typ",1
"1917","Joh. Kiämpe Reg. acad. typ",1
"1918","Joh. Kiämpe kongl Acad. boktr",1
"1919","Joh. Kiämpe kongl. Acad. boktr. den 27. Novemb",1
"1920","Joh. Kiämpe, K",1
"1921","Joh. Kiämpe, Kongl. acad. bokte [sic",1
"1922","Joh. Kiämpe, Kongl. academ. boktr",1
"1923","Joh. Kiämpe, Kongl. acd. [sic] boktr",1
"1924","Joh. Kiämpe, R. acad. typ",1
"1925","Joh. Kiämpe. Kongl. acad. boktr",1
"1926","Joh. Kiämpe. Reg. Acad. typograph",1
"1927","Joh. Kiämpildä Cun. acad. kirjanpräntäjäldä :;Kämpe, Johan",1
"1928","Joh. Kiämpildä Kuning. acad. kirjan-pränt",1
"1929","Joh. Kjämpe Kongl. acad. boktr",1
"1930","Joh. Kämpe",1
"1931","Joh. Kämpe, Kongl. Acad. bokt",1
"1932","Joh. Kämpe, Kongl. academ. boktr",1
"1933","Joh. Kämpildä, Cuningallisen acad. kirjanpräntäjäldä",1
"1934","Joh. Kämpildä, Kuning. Acad. kirjanpr",1
"1935","Joh. Kämpildä, Kunung. [sic] acad. kirjänpr. [sic",1
"1936","Joh. Köhleri, gymnasii typogr",1
"1937","Joh. L. Horrn, Kongl. Ant. ach. boktr",1
"1938","Joh. L. Horrn, Kongl. Antiq. arch. boktr",1
"1939","Joh. L. Horrn, Kongl. Antiqv. archiv. boktr",1
"1940","Joh. L. Horrn, Kongl. antiq. archiv. boktr",1
"1941","Joh. L. Horrn, Kongl. antiquit. archivi boktr",1
"1942","Joh. L. Horrn, Reg. Antiq. arch. typogr",1
"1943","Joh. L. Horrn, Reg. antiq. archiv. typographi",1
"1944","Joh. L. Wallius, A. t",1
"1945","Joh. Laur. Horrn, Kongl. Antiqivit. archiv. boktr",1
"1946","Joh. Laur. Horrn, Kongl. Antiquit. Archiv. boktr",1
"1947","Joh. Laur. Horrn, Kongl. Antiquit. arch. boktr",1
"1948","Joh. Laur. Horrn, Kongl. antiqui archiv. boktryckare",1
"1949","Joh. Laur. Horrn, Kongl. antiqv. archiv. boktr",1
"1950","Joh. Laur. Horrn, Kongl. consist. och gymn. boktr",1
"1951","Joh. Laur. Horrn, Reg. Ant. Arch. typogr",1
"1952","Joh. Laur. Horrn, Reg. Ant. arciv. typogr",1
"1953","Joh. Laur. Horrn, Reg. Antiq. archiv. typogr",1
"1954","Joh. Laur. Horrn, Reg. Antiquit. archiv. typogr",1
"1955","Joh. Laur. Horrn, kongl. consist. och gymn. boktr",1
"1956","Joh. Laur. Horrn. Kongl. Maj:ts Antiquit. archivi boktr",1
"1957","Joh. Laur. Horrn. Kongl. ant archiv. boktr",1
"1958","Joh. Laurent. Wall, R. A. ibid. typogr",1
"1959","Joh. Lindh, kongl. priv. boktr",1
"1960","Joh. P. Hammarin",1
"1961","Joh. P. Lindh",1
"1962","Joh. Pehr Lindh",1
"1963","Joh. Sam. Ekmanson",1
"1964","Joh. Wal",1
"1965","Joh. Wallilda",1
"1966","Joh. Wepplingh, Univ: typogr",1
"1967","Joh. Wepplingi, seren. princ. & Acad. typogr",1
"1968","Joh. Winter, Reg. typ",1
"1969","Joh. Winter, Reg. typogr",1
"1970","Joh. Winter, reg. typographus",1
"1971","Joh: Winter, reg. typ",1
"1972","Joh; Kiämpe, Kongl. acad. boktr",1
"1973","Johan A. Carlbohm på dess bekostnad",1
"1974","Johan A. Carlbohmin tykönä",1
"1975","Johan Christ. Frenckell & Son",1
"1976","Johan Christ. Frenckell & son",1
"1977","Johan Christ. Frenckells enka",1
"1978","Johan Christo[...] Frenckell",1
"1979","Johan Christofer Frenckell I (leski",1
"1980","Johan Christoph Frenckell",1
"1981","Johan Christoph. Merckell",1
"1982","Johan Christopher Frenckell I",1
"1983","Johan Christopher Frenckell, Kongl. acad. boktr",1
"1984","Johan Christopher Frenckell, år",1
"1985","Johan Christopher Frenckellildä, Kuning:sen acad. kirjan-präntäjäldä",1
"1986","Johan Christopher Frenckellin leski tai Johan Christopher Frenckell II",1
"1987","Johan Christopher Merckellildä",1
"1988","Johan Edman Kongl. Acad. boktryckare",1
"1989","Johan Edman, Kongl. Acad. boktryckare",1
"1990","Johan Edman, Kongl. acad. boktryckare",1
"1991","Johan Edman, år",1
"1992","Johan Edmans enka",1
"1993","Johan Fr. Edman, kongl. acad. boktr",1
"1994","Johan Georg Eberdildä",1
"1995","Johan Henric Werner",1
"1996","Johan Henrik Werner",1
"1997","Johan Höjerin leski",1
"1998","Johan Janssonius",1
"1999","Johan Kaempe",1
"2000","Johan Kaempe, Reg. Acad. typ",1
"2001","Johan Kiaempildä Kuningalisen acad. kirjan präntäjäldä",1
"2002","Johan Kiaempildä, Cuningallisen academian kirjan pränttäjäldä",1
"2003","Johan Kiämpe",1
"2004","Johan Kiämpe Kongl. acad. boktr",1
"2005","Johan Kiämpe Konl. [sic] acad. booktr",1
"2006","Johan Kiämpe, Kongl. Acad. boktr",1
"2007","Johan Kiämpe, Reg. Acad. typ",1
"2008","Johan L. Wallilda A. t",1
"2009","Johan Larsson  Wall",1
"2010","Johan Laur. Horrn, kongl. consist. och gymn. boktr",1
"2011","Johan Laur. Horrn, på dess bekostnad",1
"2012","Johan Lindh",1
"2013","Johan Peter Lindh",1
"2014","Johan Riämpe [sic], Reg. Acad. typogr",1
"2015","Johan Wald, Acad. booktryckiare",1
"2016","Johan Wallilda",1
"2017","Johan Wallildä",1
"2018","Johan Winter, Kongl. booktryckare",1
"2019","Johan Winter, kongl. bokt",1
"2020","Johan Winter, kongl. booktr",1
"2021","Johan Winter, kongl. booktr. vthi stoorförstendömet Finland",1
"2022","Johan Winter, kongl. booktryckare vthi stoorförstendömet Finland",1
"2023","Johan Winter, winhiästi",1
"2024","Johan Winterilda, cuningal: kirjan-präntäjäldä",1
"2025","Johan Winterildä Cun: kirj. pränt",1
"2026","Johan Winterildä cun. kir. pränt",1
"2027","Johan Winterildä cun. kirjan pränt",1
"2028","Johan Winterildä cunin.da booktr.dä",1
"2029","Johan Winterildä cuning: kirjain pränttäjäldä",1
"2030","Johan Winterildä cuning:da booktr:dä suures ruhtinan maasa Suomes",1
"2031","Johan Winterildä cuningal. kirjan pränt",1
"2032","Johan Winterildä cuningal:da booktr:dä",1
"2033","Johan Winterildä cuningal:da pränttäjäldä, suures ruhtinan maasa Suomes",1
"2034","Johan Winterildä cuningaliselda kirjanpräntäjäldä",1
"2035","Johan Winterildä kuning.da boktr.dä suures ruhtinan maasa Suomes",1
"2036","Johan Winterildä, cun: kirj: pränt",1
"2037","Johan Winterildä, cuning. booktr",1
"2038","Johan Winterildä, cuning. kirja pränt",1
"2039","Johan Winterildä, cuning.da booktr.dä suures ruhtinan maasa Suomes",1
"2040","Johan Winterildä, cuning:da booktr:dä suures ruhtinan maasa Suomes",1
"2041","Johan Winterildä, cuning:da kirjain pränttäjäldä",1
"2042","Johan Winterildä, cuningal kirjan präntäjäldä suures ruhtinan maasa Suomes",1
"2043","Johan Winterildä, cuningal. kirjain präntäjälda",1
"2044","Johan Winterildä, cuningal. kirjan pränt",1
"2045","Johan Winterildä, cuningal. kirjan pränttäjäldä",1
"2046","Johan Winterildä, cuningal. krij. pränt",1
"2047","Johan Winterildä, cuningal: kirjain präntäjäldä",1
"2048","Johan Winterildä, cuningal: kirjan pränttäjäldä",1
"2049","Johan Winterildä, cuningal: kirjan-präntäjäldä",1
"2050","Johan Winterildä, cuningal:da booktr:dä suures ruhtinan maasa Suomes",1
"2051","Johan Winterildä, cuningalliselda kirjan pränttäjäldä",1
"2052","Johan Winterildä, cuningl. kirjan pränt. suures ruhtinan maasa Suomes",1
"2053","Johan Winterildä, cuningl: kirjanpräntäjäldä suures ruchtinan maasa Suomes",1
"2054","Johan Wintterildä cuning. kirjainpränt",1
"2055","Johan a. Carlbohm",1
"2056","Johan. Christopher Frenckell",1
"2057","Johan. Vogelius, Acad. typog",1
"2058","Johann Billingsleildä",1
"2059","Johann Brendeken",1
"2060","Johann Brendeken, kongl. booktr",1
"2061","Johann Bussemacher",1
"2062","Johann Christoph Brendeken",1
"2063","Johann Georg Eberdt",1
"2064","Johann H. Werner K. M:tz och Ups. Acad. boktryckare",1
"2065","Johann Larsson Wall, acad. booktr",1
"2066","Johann Laur. Horrn",1
"2067","Johann Laur. Horrn, Kongl. Antiq. arch. boktryckare",1
"2068","Johann Ludwig Happenius, Kongl. ammiralitetz och Blekings provintz boktryckiaren",1
"2069","Johann Lugwig Happenius, Kongl. ammilaritetz och Blekings provintz boktryckiaren",1
"2070","Johann Rudolph Thiele",1
"2071","Johann Wessel",1
"2072","Johann Winteriltä",1
"2073","Johann. Christoph. Frenckell",1
"2074","Johann: H: Werner, Kongl. acad. boktr",1
"2075","Johanne Vogelio, Reg. Acad. typ. expressa",1
"2076","Johanne Winter, Reg. typogr",1
"2077","Johanne Winter, typogr. regio. in magno ducatu Finlandiae",1
"2078","Johannem L. Wallium, A. t",1
"2079","Johannes Christoph. Frenckell. Reg. Acad. typogr",1
"2080","Johannes Christophor. Frenckell, Reg. Acad. typogr",1
"2081","Johannes Christophorus Frenckell, Reg. Acad. typographus",1
"2082","Johannes L. Wallius Reg. Acad. ibid. typograph",1
"2083","Johannes L. Wallius, A. t",1
"2084","Johannes L. Wallius, Acad. typogr",1
"2085","Johannes Richelius, sen. typ",1
"2086","Johannes Vogel, Acad. typ",1
"2087","Johannes Vogel, Acad. typogr",1
"2088","Johannes Vogelius, academiae typogr",1
"2089","Johannes Wald, Acad. typogr",1
"2090","Johannes Wallius, Regiae Universitatis typographus",1
"2091","Johannes Winter, Reg. typogr",1
"2092","Johannes Winter, reg. typ",1
"2093","Johannis Brendeken, Acad. typogr",1
"2094","Johannis Christoph. Frenckell, Reg. Acad. typog",1
"2095","Johannis Christophori Frenckell, Reg. Academ. typographi",1
"2096","Johannis Gormanni",1
"2097","Johannis Matthaei",1
"2098","Johannis Richelii Senat. typogr",1
"2099","Johannis Wepplingi, seren. princ. & Acad. typogr",1
"2100","Johannis Wepplingi, serenissimi principis & Acad. typogr",1
"2101","Johannis Wepplingii, seren. principis & Univers. typographi",1
"2102","John Senex",1
"2103","Joseph Philipp Schalbacher",1
"2104","Josiae Stedelii, Academiae typographi",1
"2105","Jul. Georg. Matthiae",1
"2106","Julius Georg Matthiae",1
"2107","Julius Georg Matthiae, Kongl. Antiquit. archiv. boktryckare",1
